GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS686311805	2020-01-16 17:01:34	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							산179-4 Wabu-eup, Namyangju-si, Gyeonggi-do, KR (37.537, 127.26)	L8259762	P	37.5370237	127.2597443	2018-12-16	11:47:00	obsr1077025	S50703599	Traveling	P22	EBIRD	69	5.000		2	1	G3652921	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS686267713	2020-01-16 17:01:34	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					South Korea	KR	Kyonggi-do	KR-41							Wabu-eup, Namyangju-si, KR (37.537, 127.26)	L8259795	P	37.5369947	127.2596886	2018-12-16	11:46:00	obsr229649	S50701143	Traveling	P22	EBIRD	81	10.530		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS685156330	2018-12-18 21:31:37	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							476-2 Toechon-myeon, Gwangju-si, Gyeonggi-do, KR (37.461, 127.305)	L8232046	P	37.4607055	127.3046118	2018-12-09	12:51:00	obsr810980	S50614406	Traveling	P22	EBIRD	114	0.837		5	1	G3644037	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS685156287	2018-12-18 21:19:27	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							704-11 Wabu-eup, Namyangju-si, Gyeonggi-do, KR (37.559, 127.234)	L8231483	P	37.5594050	127.2335159	2018-12-09	09:45:00	obsr810980	S50614402	Traveling	P22	EBIRD	18	0.064		5	1	G3644033	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS699659881	2019-01-18 05:23:56	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2019-01-18	16:49:00	obsr182152	S51783674	Traveling	P22	EBIRD	30	1.127		1	1		0	1	0		no scaly-breasted mergansers today		
URN:CornellLabOfOrnithology:EBIRD:OBS696455960	2019-02-10 05:52:12	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Sihwa Lake	L5006412	H	37.2724136	126.6194057	2019-01-06	14:00:00	obsr721250	S51513888	Traveling	P22	EBIRD	150	15.000		1	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS699261258	2021-03-31 22:10:40.124122	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2019-01-06	07:30:00	obsr1156569	S51751340	Traveling	P22	EBIRD	270	7.500		11	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS695248407	2019-01-07 06:33:47	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					South Korea	KR	Kyonggi-do	KR-41							７０４−１１ 와부읍, 남양주시, 경기도, KR (37.559, 127.234)	L8370208	P	37.5594469	127.2335491	2019-01-05	10:45:00	obsr231918	S51422425	Traveling	P22	EBIRD	100	3.000		3	1	G3735032	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS694569794	2021-03-31 22:10:40.124122	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2019-01-06	08:00:00	obsr350730	S51375959	Traveling	P22	EBIRD	300	3.219		11	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS691874315	2020-01-16 17:01:34	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							82-6 Wabu-eup, Namyangju-si, Gyeonggi-do, KR (37.541, 127.254)	L8337162	P	37.5406998	127.2540269	2019-01-01	15:14:00	obsr229649	S51142888	Stationary	P21	EBIRD	84			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS693905380	2022-05-14 22:45:01.559906	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					South Korea	KR	Kyonggi-do	KR-41							팔당~경안천	L8210693	P	37.5397007	127.2560285	2019-01-05	10:45:00	obsr820543	S51323812	Traveling	P22	EBIRD	100	3.000		3	1	G3735032	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS700043672	2022-05-14 22:46:14.95033	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							팔당~경안천	L8210693	P	37.5397007	127.2560285	2019-01-19	10:02:00	obsr820543	S51816248	Traveling	P22	EBIRD	200	30.000		10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS696824827	2021-03-31 22:10:40.124122	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2019-01-11	09:00:00	obsr233893	S51545600	Traveling	P22	EBIRD	180	6.437		1	1		0	1	0			Adult observed flying west along the Han river	
URN:CornellLabOfOrnithology:EBIRD:OBS698619967	2022-05-12 01:47:14.855318	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							경안천 습지생태공원 Gyeongancheon Park	L9148266	P	37.4580562	127.3024354	2019-01-15	17:37:00	obsr820543	S51696280	Traveling	P22	EBIRD	45	20.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS711716412	2019-10-18 10:41:40	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							３５５−３ 퇴촌면, 광주시, 경기도, KR (37.465, 127.304)	L8633415	P	37.4648658	127.3040370	2019-02-17	13:28:00	obsr231918	S52808066	Stationary	P21	EBIRD	40			3	1	G3865233	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS711667788	2019-10-18 10:41:40	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							３５５−３ 퇴촌면, 광주시, 경기도, KR (37.465, 127.304)	L8633415	P	37.4648658	127.3040370	2019-02-17	13:28:00	obsr1211716	S52804531	Stationary	P21	EBIRD	40			3	1	G3865233	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS713990211	2021-03-31 22:10:40.124122	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2019-02-21	11:03:00	obsr51938	S53007558	Traveling	P22	EBIRD	47	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS724833322	2019-11-27 01:49:44	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							배알미동, 하남시, 경기도, KR (37.515, 127.283)	L8856701	P	37.5145994	127.2833881	2019-03-16	09:36:00	obsr1211716	S53874869	Traveling	P22	EBIRD	57	9.570		3	1	G3948527	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS724918219	2019-11-27 01:49:44	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							배알미동, 하남시, 경기도, KR (37.515, 127.283)	L8856701	P	37.5145994	127.2833881	2019-03-16	09:36:00	obsr231918	S53880932	Traveling	P22	EBIRD	57	9.570		3	1	G3948527	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS843286028	2020-01-16 17:01:34	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2019-12-29	09:06:00	obsr820543	S62719394	Traveling	P22	EBIRD	63	6.360		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS843180892	2022-05-14 22:34:10.349847	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							팔당~경안천	L8210693	P	37.5397007	127.2560285	2019-12-27	08:23:00	obsr335154	S62711093	Traveling	P22	EBIRD	124	11.870		1	1	G4794438	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS836307829	2019-12-11 19:04:24	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2019-12-09	17:22:00	obsr820543	S62165790	Stationary	P21	EBIRD	10			2	1	G4739328	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS842453926	2022-05-14 22:38:59.702572	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2019-12-27	08:23:00	obsr820543	S62653060	Traveling	P22	EBIRD	124	11.870		1	1	G4794438	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS837159515	2019-12-11 19:04:24	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2019-12-09	17:22:00	obsr520807	S62233253	Stationary	P21	EBIRD	10			2	1	G4739328	0	1	0		Jeremy		
URN:CornellLabOfOrnithology:EBIRD:OBS837745731	2020-01-16 17:01:34	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2019-12-14	11:14:00	obsr820543	S62281803	Traveling	P22	EBIRD	60	1.610		25	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS843793503	2020-01-16 17:01:34	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							73 Paldang-ri, Namyangju-si KR-Gyeonggi-do (37.5370,127.2600)	L10372504	P	37.5369780	127.2599800	2019-12-30	10:05:00	obsr1401839	S62759251	Traveling	P22	EBIRD	40	1.117		11	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS837505983	2021-11-13 07:00:22.980423	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							GyeongAnCheon	L14086370	P	37.4709900	127.2958100	2019-12-13	14:23:00	obsr231918	S62261471	Traveling	P22	EBIRD	98	16.267		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS851567730	2021-03-30 04:38:37.428657	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2019-12-30	09:20:00	obsr1227497	S63410574	Traveling	P22	EBIRD	150	3.000		10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS843849180	2020-01-16 17:01:34	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							미사대로 710, 하남시 KR-경기도 (37.5476,127.2203)	L10373241	P	37.5475930	127.2203450	2019-12-30	09:03:00	obsr231918	S62763439	Traveling	P22	EBIRD	225	17.675		13	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS844723292	2022-05-14 22:43:40.060141	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							팔당~경안천	L8210693	P	37.5397007	127.2560285	2020-01-01	10:03:00	obsr820543	S62835061	Traveling	P22	EBIRD	243	34.700		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS851921398	2020-02-02 00:58:42	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Scaly-sided spot	L10497103	P	37.5369849	127.2598806	2020-01-15	09:27:00	obsr215649	S63439997	Stationary	P21	EBIRD	20			4	1	G4876513	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS851921532	2020-02-02 00:58:42	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Scaly-sided spot	L10497103	P	37.5369849	127.2598806	2020-01-15	09:27:00	obsr290215	S63440002	Stationary	P21	EBIRD	20			4	1	G4876513	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS855570712	2020-01-24 20:06:16	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2020-01-25	08:56:00	obsr820543	S63745387	Stationary	P21	EBIRD	18			3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS993377785	2021-03-31 22:10:40.124122	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							서울 한강 - 한남, 남양주 Han River--Hanam-Namyangju	L6719385	H	37.5448000	127.2336000	2020-01-12		obsr1764486	S74613756	Historical	P62	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS864729380	2021-03-31 22:10:40.124122	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2				Male, Adult (2)	South Korea	KR	Kyonggi-do	KR-41							Han River (east of bridge), Paldang, South Korea (37.5404,127.2542)	L10582293	P	37.5403590	127.2541830	2020-01-27	13:45:00	obsr610689	S64521545	Traveling	P22	EBIRD	60	2.000		5	1	G4979606	1	1	0			First seen from riverside restaurant to east of bridge as it dropped down to Han River to collect food. Second bird subsequently seen well in flight between restaurant and dam to east.	
URN:CornellLabOfOrnithology:EBIRD:OBS847538856	2020-01-16 17:01:34	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							６９−３ 창우동, 하남시, 경기도, KR (37.544, 127.236)	L10433213	P	37.5439195	127.2355070	2020-01-06	09:40:00	obsr1004609	S63075550	Traveling	P22	EBIRD	102	8.920		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS848128401	2021-03-30 04:38:37.428657	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2020-01-06	10:00:00	obsr1227497	S63124060	Traveling	P22	EBIRD	150	3.000		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS856726910	2021-03-31 22:10:40.124122	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2				Male, Adult (2)	South Korea	KR	Kyonggi-do	KR-41							Han River (east of bridge), Paldang, South Korea (37.5404,127.2542)	L10582293	P	37.5403590	127.2541830	2020-01-27	13:45:00	obsr637980	S63835760	Traveling	P22	EBIRD	60	2.000		5	1	G4979606	1	1	0			First seen from riverside restaurant to east of bridge as it dropped down to Han River to collect food. Second bird subsequently seen well in flight between restaurant and dam to east.	
URN:CornellLabOfOrnithology:EBIRD:OBS864721543	2021-03-31 22:10:40.124122	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2				Male, Adult (2)	South Korea	KR	Kyonggi-do	KR-41							Han River (east of bridge), Paldang, South Korea (37.5404,127.2542)	L10582293	P	37.5403590	127.2541830	2020-01-27	13:45:00	obsr1481968	S64520873	Traveling	P22	EBIRD	60	2.000		5	1	G4979606	1	1	0			First seen from riverside restaurant to east of bridge as it dropped down to Han River to collect food. Second bird subsequently seen well in flight between restaurant and dam to east.	
URN:CornellLabOfOrnithology:EBIRD:OBS877088702	2020-03-13 03:23:44	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							８２３ 조안면, 남양주시, 경기도, KR (37.529, 127.28)	L10942916	P	37.5290998	127.2800740	2020-02-01	09:54:00	obsr1138053	S65681128	Traveling	P22	EBIRD	160	4.160		2	1		0	1	0		35차 한강조사 1일차		
URN:CornellLabOfOrnithology:EBIRD:OBS861728622	2021-08-22 20:40:59.325067	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2020-02-08	11:58:00	obsr309470	S64224516	Traveling	P22	EBIRD	228	4.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS861290450	2020-02-13 06:16:39	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2020-02-08	10:08:00	obsr820543	S64223956	Traveling	P22	EBIRD	31	2.850		6	1	G4971538	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS861271117	2020-02-07 22:25:56	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2020-02-08	10:08:00	obsr537093	S64222622	Traveling	P22	EBIRD	30	5.000		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS863539430	2020-02-13 06:16:39	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2020-02-08	10:08:00	obsr537093	S64412571	Traveling	P22	EBIRD	31	2.850		6	1	G4971538	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1085089093	2021-03-01 03:12:37.662346	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							KR (37.098, 126.703)	L12962962	P	37.0979482	126.7028327	2020-12-18	13:18:00	obsr618885	S82555607	Stationary	P21	EBIRD	30			2	1	G6014515	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1037659582	2020-12-30 03:07:28.014242	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							KR (37.087, 126.716)	L13060169	P	37.0872941	126.7163677	2020-12-27	10:27:00	obsr629016	S78113727	Traveling	P22	EBIRD	102	1.760		2	1	G6058908	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1062701994	2021-03-25 04:31:37.819427	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Hwaseong Wetlands--Reclamation Area	L11651766	H	37.1227000	126.7673000	2020-12-02	07:17:00	obsr947083	S80159200	Traveling	P22	EBIRD	604	3.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1030807378	2021-03-01 01:34:55.33006	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							KR (37.098, 126.703)	L12962962	P	37.0979482	126.7028327	2020-12-18	13:18:00	obsr629016	S77619428	Stationary	P21	EBIRD	30			2	1	G6014515	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1027904087	2020-12-21 01:08:05.57764	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					South Korea	KR	Kyonggi-do	KR-41							진중리 114, 남양주시 KR-경기도 37.55778, 127.31566	L12928415	P	37.5577820	127.3156590	2020-12-11	09:27:00	obsr231918	S77414713	Traveling	P22	EBIRD	180	50.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1037659594	2020-12-30 03:07:28.014242	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							KR (37.087, 126.716)	L13060169	P	37.0872941	126.7163677	2020-12-27	10:27:00	obsr618885	S78113728	Traveling	P22	EBIRD	102	1.760		2	1	G6058908	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1049839030	2022-05-14 22:39:21.479755	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2021-01-12	09:46:00	obsr820543	S79110871	Traveling	P22	EBIRD	177	14.630		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069419867	2021-02-09 21:08:10.346973	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							서울 한강 - 한남, 남양주 Han River--Hanam-Namyangju	L6719385	H	37.5448000	127.2336000	2021-01-30	09:00:00	obsr1505684	S80734437	Traveling	P22	EBIRD	70	5.000		4	1	G6228406	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1049855741	2021-01-12 04:37:42.248106	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2021-01-12	09:37:00	obsr1004609	S79110759	Traveling	P22	EBIRD	200	14.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1048263028	2021-01-10 13:38:31.465253	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2021-01-10	10:02:00	obsr1764486	S78980571	Traveling	P22	EBIRD	214	6.631		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1062179286	2022-05-05 10:55:02.57666	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							팔당대교 남단	L18857640	P	37.5453990	127.2332675	2021-01-30	09:00:00	obsr820543	S80108917	Traveling	P22	EBIRD	70	5.000		4	1	G6228406	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1180704552	2021-07-17 21:00:36.661272	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1	CF	C4	CF	Unknown Sex, Adult (1)	South Korea	KR	Kyonggi-do	KR-41							다산로 113-13	L15340287	P	37.5371186	127.2596535	2021-01-31	11:15:00	obsr2568911	S90032935	Stationary	P21	EBIRD	123			4	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1062952228	2021-01-31 06:12:25.062315	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							서울 한강 - 한남, 남양주 Han River--Hanam-Namyangju	L6719385	H	37.5448000	127.2336000	2021-01-30	09:00:00	obsr1554530	S80173657	Traveling	P22	EBIRD	70	5.000		4	1	G6228406	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1049850939	2021-01-11 23:38:18.839794	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					South Korea	KR	Kyonggi-do	KR-41							팔당리 706-6, 남양주시 KR-경기도 37.55972, 127.23445	L13247129	P	37.5597210	127.2344520	2021-01-12	09:42:00	obsr231918	S79110586	Traveling	P22	EBIRD	180	14.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1051803155	2021-01-17 02:05:37.471659	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2021-01-15	09:12:00	obsr1401839	S79257952	Traveling	P22	EBIRD	391	63.199		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1086500467	2021-03-03 09:28:57.88567	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					South Korea	KR	Kyonggi-do	KR-41							East Paldang Lake	L13901312	P	37.5002873	127.3038041	2021-02-24	14:00:00	obsr820543	S82673860	Stationary	P21	EBIRD	60			4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1067542020	2021-02-08 16:55:41.763446	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2021-02-07	14:40:00	obsr1517666	S80565537	Traveling	P22	EBIRD	30	1.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1068414062	2021-02-09 20:28:40.556885	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							군내-장단면, Paju	L13528121	P	37.9073290	126.7319602	2021-02-08	10:00:00	obsr1517666	S80641833	Traveling	P22	EBIRD	240	25.000		3	1		1	1	0		주로 두루미류 관찰		
URN:CornellLabOfOrnithology:EBIRD:OBS1081542040	2021-11-13 06:39:50.419828	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					South Korea	KR	Kyonggi-do	KR-41							GyeongAnCheon	L14086370	P	37.4709900	127.2958100	2021-02-19	12:39:00	obsr231918	S82248310	Traveling	P22	EBIRD	222	19.693		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1288927697	2021-12-08 02:05:22.69678	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2021-12-04	14:30:00	obsr788292	S98435504	Stationary	P21	EBIRD	153			2	1	G7489810	1	1	0		From Paldang bridge to Paldang Dam		
URN:CornellLabOfOrnithology:EBIRD:OBS1298602988	2021-12-19 09:17:49.572566	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					South Korea	KR	Kyonggi-do	KR-41							Paldang	L1843098	H	37.5443403	127.2444995	2021-12-19	14:19:00	obsr1245645	S99099422	Traveling	P22	EBIRD	141	4.000		1	1		0	1	0				
