"","Unit","plot","treatment","veg_type","tube","temp","Date","Time","doy"
"46","C","H","control","meadow","63",0.536,"2013-11-01","05:35:00",305
"47","C","H","control","meadow","63",0.536,"2013-11-01","06:35:00",305
"48","C","H","control","meadow","63",0.536,"2013-11-01","07:35:00",305
"49","C","H","control","meadow","63",0.536,"2013-11-01","08:35:00",305
"50","C","H","control","meadow","63",0.536,"2013-11-01","09:35:00",305
"51","C","H","control","meadow","63",0.536,"2013-11-01","10:35:00",305
"52","C","H","control","meadow","63",0.536,"2013-11-01","11:35:00",305
"53","C","H","control","meadow","63",0.536,"2013-11-01","12:35:00",305
"54","C","H","control","meadow","63",0.536,"2013-11-01","13:35:00",305
"55","C","H","control","meadow","63",0.536,"2013-11-01","14:35:00",305
"56","C","H","control","meadow","63",0.536,"2013-11-01","15:35:00",305
"57","C","H","control","meadow","63",0.536,"2013-11-01","16:35:00",305
"58","C","H","control","meadow","63",0.536,"2013-11-01","17:35:00",305
"59","C","H","control","meadow","63",0.536,"2013-11-01","18:35:00",305
"60","C","H","control","meadow","63",0.536,"2013-11-01","19:35:00",305
"61","C","H","control","meadow","63",0.536,"2013-11-01","20:35:00",305
"62","C","H","control","meadow","63",0.536,"2013-11-01","21:35:00",305
"63","C","H","control","meadow","63",0.536,"2013-11-01","22:35:00",305
"64","C","H","control","meadow","63",0.536,"2013-11-01","23:35:00",305
"65","C","H","control","meadow","63",0.536,"2013-11-02","00:35:00",306
"66","C","H","control","meadow","63",0.536,"2013-11-02","01:35:00",306
"67","C","H","control","meadow","63",0.536,"2013-11-02","02:35:00",306
"68","C","H","control","meadow","63",0.536,"2013-11-02","03:35:00",306
"69","C","H","control","meadow","63",0.536,"2013-11-02","04:35:00",306
"70","C","H","control","meadow","63",0.536,"2013-11-02","05:35:00",306
"71","C","H","control","meadow","63",0.536,"2013-11-02","06:35:00",306
"72","C","H","control","meadow","63",0.536,"2013-11-02","07:35:00",306
"73","C","H","control","meadow","63",0.536,"2013-11-02","08:35:00",306
"74","C","H","control","meadow","63",0.536,"2013-11-02","09:35:00",306
"75","C","H","control","meadow","63",0.536,"2013-11-02","10:35:00",306
"76","C","H","control","meadow","63",0.536,"2013-11-02","11:35:00",306
"77","C","H","control","meadow","63",0.536,"2013-11-02","12:35:00",306
"78","C","H","control","meadow","63",0.536,"2013-11-02","13:35:00",306
"79","C","H","control","meadow","63",0.536,"2013-11-02","14:35:00",306
"80","C","H","control","meadow","63",0.536,"2013-11-02","15:35:00",306
"81","C","H","control","meadow","63",0.536,"2013-11-02","16:35:00",306
"82","C","H","control","meadow","63",0.536,"2013-11-02","17:35:00",306
"83","C","H","control","meadow","63",0.536,"2013-11-02","18:35:00",306
"84","C","H","control","meadow","63",0.536,"2013-11-02","19:35:00",306
"85","C","H","control","meadow","63",0.536,"2013-11-02","20:35:00",306
"86","C","H","control","meadow","63",0.536,"2013-11-02","21:35:00",306
"87","C","H","control","meadow","63",0.536,"2013-11-02","22:35:00",306
"88","C","H","control","meadow","63",0.536,"2013-11-02","23:35:00",306
"89","C","H","control","meadow","63",0.536,"2013-11-03","00:35:00",307
"90","C","H","control","meadow","63",0.536,"2013-11-03","01:35:00",307
"91","C","H","control","meadow","63",0.536,"2013-11-03","02:35:00",307
"92","C","H","control","meadow","63",0.536,"2013-11-03","03:35:00",307
"93","C","H","control","meadow","63",0.536,"2013-11-03","04:35:00",307
"94","C","H","control","meadow","63",0.536,"2013-11-03","05:35:00",307
"95","C","H","control","meadow","63",0.536,"2013-11-03","06:35:00",307
"96","C","H","control","meadow","63",0.536,"2013-11-03","07:35:00",307
"97","C","H","control","meadow","63",0.536,"2013-11-03","08:35:00",307
"98","C","H","control","meadow","63",0.536,"2013-11-03","09:35:00",307
"99","C","H","control","meadow","63",0.536,"2013-11-03","10:35:00",307
"100","C","H","control","meadow","63",0.536,"2013-11-03","11:35:00",307
"101","C","H","control","meadow","63",0.536,"2013-11-03","12:35:00",307
"102","C","H","control","meadow","63",0.536,"2013-11-03","13:35:00",307
"103","C","H","control","meadow","63",0.536,"2013-11-03","14:35:00",307
"104","C","H","control","meadow","63",0.536,"2013-11-03","15:35:00",307
"105","C","H","control","meadow","63",0.536,"2013-11-03","16:35:00",307
"106","C","H","control","meadow","63",0.536,"2013-11-03","17:35:00",307
"107","C","H","control","meadow","63",0.536,"2013-11-03","18:35:00",307
"108","C","H","control","meadow","63",0.536,"2013-11-03","19:35:00",307
"109","C","H","control","meadow","63",0.536,"2013-11-03","20:35:00",307
"110","C","H","control","meadow","63",0.536,"2013-11-03","21:35:00",307
"111","C","H","control","meadow","63",0.536,"2013-11-03","22:35:00",307
"112","C","H","control","meadow","63",0.536,"2013-11-03","23:35:00",307
"113","C","H","control","meadow","63",0.536,"2013-11-04","00:35:00",308
"114","C","H","control","meadow","63",0.536,"2013-11-04","01:35:00",308
"115","C","H","control","meadow","63",0.536,"2013-11-04","02:35:00",308
"116","C","H","control","meadow","63",0.536,"2013-11-04","03:35:00",308
"117","C","H","control","meadow","63",0.536,"2013-11-04","04:35:00",308
"118","C","H","control","meadow","63",0.536,"2013-11-04","05:35:00",308
"119","C","H","control","meadow","63",0.034,"2013-11-04","06:35:00",308
"120","C","H","control","meadow","63",0.034,"2013-11-04","07:35:00",308
"121","C","H","control","meadow","63",0.034,"2013-11-04","08:35:00",308
"122","C","H","control","meadow","63",0.034,"2013-11-04","09:35:00",308
"123","C","H","control","meadow","63",0.034,"2013-11-04","10:35:00",308
"124","C","H","control","meadow","63",0.034,"2013-11-04","11:35:00",308
"125","C","H","control","meadow","63",0.034,"2013-11-04","12:35:00",308
"126","C","H","control","meadow","63",0.034,"2013-11-04","13:35:00",308
"127","C","H","control","meadow","63",0.034,"2013-11-04","14:35:00",308
"128","C","H","control","meadow","63",0.034,"2013-11-04","15:35:00",308
"129","C","H","control","meadow","63",0.034,"2013-11-04","16:35:00",308
"130","C","H","control","meadow","63",0.034,"2013-11-04","17:35:00",308
"131","C","H","control","meadow","63",0.034,"2013-11-04","18:35:00",308
"132","C","H","control","meadow","63",0.034,"2013-11-04","19:35:00",308
"133","C","H","control","meadow","63",0.034,"2013-11-04","20:35:00",308
"134","C","H","control","meadow","63",0.034,"2013-11-04","21:35:00",308
"135","C","H","control","meadow","63",0.034,"2013-11-04","22:35:00",308
"136","C","H","control","meadow","63",0.034,"2013-11-04","23:35:00",308
"137","C","H","control","meadow","63",0.034,"2013-11-05","00:35:00",309
"138","C","H","control","meadow","63",0.034,"2013-11-05","01:35:00",309
"139","C","H","control","meadow","63",0.034,"2013-11-05","02:35:00",309
"140","C","H","control","meadow","63",0.034,"2013-11-05","03:35:00",309
"141","C","H","control","meadow","63",0.034,"2013-11-05","04:35:00",309
"142","C","H","control","meadow","63",0.034,"2013-11-05","05:35:00",309
"143","C","H","control","meadow","63",0.034,"2013-11-05","06:35:00",309
"144","C","H","control","meadow","63",0.034,"2013-11-05","07:35:00",309
"145","C","H","control","meadow","63",0.034,"2013-11-05","08:35:00",309
"146","C","H","control","meadow","63",0.034,"2013-11-05","09:35:00",309
"147","C","H","control","meadow","63",0.034,"2013-11-05","10:35:00",309
"148","C","H","control","meadow","63",0.034,"2013-11-05","11:35:00",309
"149","C","H","control","meadow","63",0.034,"2013-11-05","12:35:00",309
"150","C","H","control","meadow","63",0.034,"2013-11-05","13:35:00",309
"151","C","H","control","meadow","63",0.034,"2013-11-05","14:35:00",309
"152","C","H","control","meadow","63",0.034,"2013-11-05","15:35:00",309
"153","C","H","control","meadow","63",0.034,"2013-11-05","16:35:00",309
"154","C","H","control","meadow","63",0.034,"2013-11-05","17:35:00",309
"155","C","H","control","meadow","63",0.034,"2013-11-05","18:35:00",309
"156","C","H","control","meadow","63",0.034,"2013-11-05","19:35:00",309
"157","C","H","control","meadow","63",0.034,"2013-11-05","20:35:00",309
"158","C","H","control","meadow","63",0.034,"2013-11-05","21:35:00",309
"159","C","H","control","meadow","63",0.034,"2013-11-05","22:35:00",309
"160","C","H","control","meadow","63",0.034,"2013-11-05","23:35:00",309
"161","C","H","control","meadow","63",0.034,"2013-11-06","00:35:00",310
"162","C","H","control","meadow","63",0.034,"2013-11-06","01:35:00",310
"163","C","H","control","meadow","63",0.034,"2013-11-06","02:35:00",310
"164","C","H","control","meadow","63",0.034,"2013-11-06","03:35:00",310
"165","C","H","control","meadow","63",0.034,"2013-11-06","04:35:00",310
"166","C","H","control","meadow","63",0.034,"2013-11-06","05:35:00",310
"167","C","H","control","meadow","63",0.034,"2013-11-06","06:35:00",310
"168","C","H","control","meadow","63",0.034,"2013-11-06","07:35:00",310
"169","C","H","control","meadow","63",0.034,"2013-11-06","08:35:00",310
"170","C","H","control","meadow","63",0.034,"2013-11-06","09:35:00",310
"171","C","H","control","meadow","63",0.034,"2013-11-06","10:35:00",310
"172","C","H","control","meadow","63",0.034,"2013-11-06","11:35:00",310
"173","C","H","control","meadow","63",0.034,"2013-11-06","12:35:00",310
"174","C","H","control","meadow","63",0.034,"2013-11-06","13:35:00",310
"175","C","H","control","meadow","63",0.034,"2013-11-06","14:35:00",310
"176","C","H","control","meadow","63",0.034,"2013-11-06","15:35:00",310
"177","C","H","control","meadow","63",0.034,"2013-11-06","16:35:00",310
"178","C","H","control","meadow","63",0.034,"2013-11-06","17:35:00",310
"179","C","H","control","meadow","63",0.034,"2013-11-06","18:35:00",310
"180","C","H","control","meadow","63",0.034,"2013-11-06","19:35:00",310
"181","C","H","control","meadow","63",0.034,"2013-11-06","20:35:00",310
"182","C","H","control","meadow","63",0.034,"2013-11-06","21:35:00",310
"183","C","H","control","meadow","63",0.034,"2013-11-06","22:35:00",310
"184","C","H","control","meadow","63",0.034,"2013-11-06","23:35:00",310
"185","C","H","control","meadow","63",0.034,"2013-11-07","00:35:00",311
"186","C","H","control","meadow","63",0.034,"2013-11-07","01:35:00",311
"187","C","H","control","meadow","63",0.034,"2013-11-07","02:35:00",311
"188","C","H","control","meadow","63",0.034,"2013-11-07","03:35:00",311
"189","C","H","control","meadow","63",0.034,"2013-11-07","04:35:00",311
"190","C","H","control","meadow","63",0.034,"2013-11-07","05:35:00",311
"191","C","H","control","meadow","63",0.034,"2013-11-07","06:35:00",311
"192","C","H","control","meadow","63",0.034,"2013-11-07","07:35:00",311
"193","C","H","control","meadow","63",0.034,"2013-11-07","08:35:00",311
"194","C","H","control","meadow","63",0.034,"2013-11-07","09:35:00",311
"195","C","H","control","meadow","63",0.034,"2013-11-07","10:35:00",311
"196","C","H","control","meadow","63",0.034,"2013-11-07","11:35:00",311
"197","C","H","control","meadow","63",0.034,"2013-11-07","12:35:00",311
"198","C","H","control","meadow","63",0.034,"2013-11-07","13:35:00",311
"199","C","H","control","meadow","63",0.034,"2013-11-07","14:35:00",311
"200","C","H","control","meadow","63",0.034,"2013-11-07","15:35:00",311
"201","C","H","control","meadow","63",0.034,"2013-11-07","16:35:00",311
"202","C","H","control","meadow","63",0.034,"2013-11-07","17:35:00",311
"203","C","H","control","meadow","63",0.034,"2013-11-07","18:35:00",311
"204","C","H","control","meadow","63",0.034,"2013-11-07","19:35:00",311
"205","C","H","control","meadow","63",0.034,"2013-11-07","20:35:00",311
"206","C","H","control","meadow","63",0.034,"2013-11-07","21:35:00",311
"207","C","H","control","meadow","63",0.034,"2013-11-07","22:35:00",311
"208","C","H","control","meadow","63",0.034,"2013-11-07","23:35:00",311
"209","C","H","control","meadow","63",0.034,"2013-11-08","00:35:00",312
"210","C","H","control","meadow","63",0.034,"2013-11-08","01:35:00",312
"211","C","H","control","meadow","63",0.034,"2013-11-08","02:35:00",312
"212","C","H","control","meadow","63",0.034,"2013-11-08","03:35:00",312
"213","C","H","control","meadow","63",0.034,"2013-11-08","04:35:00",312
"214","C","H","control","meadow","63",0.034,"2013-11-08","05:35:00",312
"215","C","H","control","meadow","63",0.034,"2013-11-08","06:35:00",312
"216","C","H","control","meadow","63",0.034,"2013-11-08","07:35:00",312
"217","C","H","control","meadow","63",0.034,"2013-11-08","08:35:00",312
"218","C","H","control","meadow","63",0.034,"2013-11-08","09:35:00",312
"219","C","H","control","meadow","63",0.034,"2013-11-08","10:35:00",312
"220","C","H","control","meadow","63",0.034,"2013-11-08","11:35:00",312
"221","C","H","control","meadow","63",0.034,"2013-11-08","12:35:00",312
"222","C","H","control","meadow","63",0.034,"2013-11-08","13:35:00",312
"223","C","H","control","meadow","63",0.034,"2013-11-08","14:35:00",312
"224","C","H","control","meadow","63",0.034,"2013-11-08","15:35:00",312
"225","C","H","control","meadow","63",0.034,"2013-11-08","16:35:00",312
"226","C","H","control","meadow","63",0.034,"2013-11-08","17:35:00",312
"227","C","H","control","meadow","63",0.034,"2013-11-08","18:35:00",312
"228","C","H","control","meadow","63",0.034,"2013-11-08","19:35:00",312
"229","C","H","control","meadow","63",0.034,"2013-11-08","20:35:00",312
"230","C","H","control","meadow","63",0.034,"2013-11-08","21:35:00",312
"231","C","H","control","meadow","63",0.034,"2013-11-08","22:35:00",312
"232","C","H","control","meadow","63",0.034,"2013-11-08","23:35:00",312
"233","C","H","control","meadow","63",0.034,"2013-11-09","00:35:00",313
"234","C","H","control","meadow","63",0.034,"2013-11-09","01:35:00",313
"235","C","H","control","meadow","63",0.034,"2013-11-09","02:35:00",313
"236","C","H","control","meadow","63",0.034,"2013-11-09","03:35:00",313
"237","C","H","control","meadow","63",0.034,"2013-11-09","04:35:00",313
"238","C","H","control","meadow","63",0.034,"2013-11-09","05:35:00",313
"239","C","H","control","meadow","63",0.034,"2013-11-09","06:35:00",313
"240","C","H","control","meadow","63",0.034,"2013-11-09","07:35:00",313
"241","C","H","control","meadow","63",0.034,"2013-11-09","08:35:00",313
"242","C","H","control","meadow","63",0.034,"2013-11-09","09:35:00",313
"243","C","H","control","meadow","63",0.034,"2013-11-09","10:35:00",313
"244","C","H","control","meadow","63",0.034,"2013-11-09","11:35:00",313
"245","C","H","control","meadow","63",0.034,"2013-11-09","12:35:00",313
"246","C","H","control","meadow","63",0.034,"2013-11-09","13:35:00",313
"247","C","H","control","meadow","63",0.034,"2013-11-09","14:35:00",313
"248","C","H","control","meadow","63",0.034,"2013-11-09","15:35:00",313
"249","C","H","control","meadow","63",0.034,"2013-11-09","16:35:00",313
"250","C","H","control","meadow","63",0.034,"2013-11-09","17:35:00",313
"251","C","H","control","meadow","63",0.034,"2013-11-09","18:35:00",313
"252","C","H","control","meadow","63",0.034,"2013-11-09","19:35:00",313
"253","C","H","control","meadow","63",0.034,"2013-11-09","20:35:00",313
"254","C","H","control","meadow","63",0.034,"2013-11-09","21:35:00",313
"255","C","H","control","meadow","63",0.034,"2013-11-09","22:35:00",313
"256","C","H","control","meadow","63",0.034,"2013-11-09","23:35:00",313
"257","C","H","control","meadow","63",0.034,"2013-11-10","00:35:00",314
"258","C","H","control","meadow","63",0.034,"2013-11-10","01:35:00",314
"259","C","H","control","meadow","63",0.034,"2013-11-10","02:35:00",314
"260","C","H","control","meadow","63",0.034,"2013-11-10","03:35:00",314
"261","C","H","control","meadow","63",0.034,"2013-11-10","04:35:00",314
"262","C","H","control","meadow","63",0.469,"2013-11-10","05:35:00",314
"263","C","H","control","meadow","63",0.469,"2013-11-10","06:35:00",314
"264","C","H","control","meadow","63",0.469,"2013-11-10","07:35:00",314
"265","C","H","control","meadow","63",0.469,"2013-11-10","08:35:00",314
"266","C","H","control","meadow","63",0.469,"2013-11-10","09:35:00",314
"267","C","H","control","meadow","63",0.469,"2013-11-10","10:35:00",314
"268","C","H","control","meadow","63",0.469,"2013-11-10","11:35:00",314
"269","C","H","control","meadow","63",0.469,"2013-11-10","12:35:00",314
"270","C","H","control","meadow","63",0.469,"2013-11-10","13:35:00",314
"271","C","H","control","meadow","63",0.469,"2013-11-10","14:35:00",314
"272","C","H","control","meadow","63",0.469,"2013-11-10","15:35:00",314
"273","C","H","control","meadow","63",0.469,"2013-11-10","16:35:00",314
"274","C","H","control","meadow","63",0.469,"2013-11-10","17:35:00",314
"275","C","H","control","meadow","63",0.469,"2013-11-10","18:35:00",314
"276","C","H","control","meadow","63",0.469,"2013-11-10","19:35:00",314
"277","C","H","control","meadow","63",0.469,"2013-11-10","20:35:00",314
"278","C","H","control","meadow","63",0.469,"2013-11-10","21:35:00",314
"279","C","H","control","meadow","63",0.469,"2013-11-10","22:35:00",314
"280","C","H","control","meadow","63",0.034,"2013-11-10","23:35:00",314
"281","C","H","control","meadow","63",0.034,"2013-11-11","00:35:00",315
"282","C","H","control","meadow","63",0.034,"2013-11-11","01:35:00",315
"283","C","H","control","meadow","63",0.034,"2013-11-11","02:35:00",315
"284","C","H","control","meadow","63",0.034,"2013-11-11","03:35:00",315
"285","C","H","control","meadow","63",0.034,"2013-11-11","04:35:00",315
"286","C","H","control","meadow","63",0.034,"2013-11-11","05:35:00",315
"287","C","H","control","meadow","63",0.034,"2013-11-11","06:35:00",315
"288","C","H","control","meadow","63",0.034,"2013-11-11","07:35:00",315
"289","C","H","control","meadow","63",0.034,"2013-11-11","08:35:00",315
"290","C","H","control","meadow","63",0.034,"2013-11-11","09:35:00",315
"291","C","H","control","meadow","63",0.034,"2013-11-11","10:35:00",315
"292","C","H","control","meadow","63",0.034,"2013-11-11","11:35:00",315
"293","C","H","control","meadow","63",0.034,"2013-11-11","12:35:00",315
"294","C","H","control","meadow","63",0.034,"2013-11-11","13:35:00",315
"295","C","H","control","meadow","63",0.034,"2013-11-11","14:35:00",315
"296","C","H","control","meadow","63",0.034,"2013-11-11","15:35:00",315
"297","C","H","control","meadow","63",0.034,"2013-11-11","16:35:00",315
"298","C","H","control","meadow","63",0.034,"2013-11-11","17:35:00",315
"299","C","H","control","meadow","63",0.034,"2013-11-11","18:35:00",315
"300","C","H","control","meadow","63",0.034,"2013-11-11","19:35:00",315
"301","C","H","control","meadow","63",0.034,"2013-11-11","20:35:00",315
"302","C","H","control","meadow","63",0.034,"2013-11-11","21:35:00",315
"303","C","H","control","meadow","63",0.034,"2013-11-11","22:35:00",315
"304","C","H","control","meadow","63",0.034,"2013-11-11","23:35:00",315
"305","C","H","control","meadow","63",0.034,"2013-11-12","00:35:00",316
"306","C","H","control","meadow","63",0.034,"2013-11-12","01:35:00",316
"307","C","H","control","meadow","63",0.034,"2013-11-12","02:35:00",316
"308","C","H","control","meadow","63",0.034,"2013-11-12","03:35:00",316
"309","C","H","control","meadow","63",0.034,"2013-11-12","04:35:00",316
"310","C","H","control","meadow","63",0.034,"2013-11-12","05:35:00",316
"311","C","H","control","meadow","63",0.034,"2013-11-12","06:35:00",316
"312","C","H","control","meadow","63",0.034,"2013-11-12","07:35:00",316
"313","C","H","control","meadow","63",0.034,"2013-11-12","08:35:00",316
"314","C","H","control","meadow","63",0.034,"2013-11-12","09:35:00",316
"315","C","H","control","meadow","63",0.034,"2013-11-12","10:35:00",316
"316","C","H","control","meadow","63",0.034,"2013-11-12","11:35:00",316
"317","C","H","control","meadow","63",0.034,"2013-11-12","12:35:00",316
"318","C","H","control","meadow","63",0.034,"2013-11-12","13:35:00",316
"319","C","H","control","meadow","63",0.034,"2013-11-12","14:35:00",316
"320","C","H","control","meadow","63",0.034,"2013-11-12","15:35:00",316
"321","C","H","control","meadow","63",0.034,"2013-11-12","16:35:00",316
"322","C","H","control","meadow","63",0.034,"2013-11-12","17:35:00",316
"323","C","H","control","meadow","63",0.034,"2013-11-12","18:35:00",316
"324","C","H","control","meadow","63",0.034,"2013-11-12","19:35:00",316
"325","C","H","control","meadow","63",0.034,"2013-11-12","20:35:00",316
"326","C","H","control","meadow","63",0.034,"2013-11-12","21:35:00",316
"327","C","H","control","meadow","63",0.034,"2013-11-12","22:35:00",316
"328","C","H","control","meadow","63",0.034,"2013-11-12","23:35:00",316
"329","C","H","control","meadow","63",0.034,"2013-11-13","00:35:00",317
"330","C","H","control","meadow","63",0.034,"2013-11-13","01:35:00",317
"331","C","H","control","meadow","63",0.034,"2013-11-13","02:35:00",317
"332","C","H","control","meadow","63",0.034,"2013-11-13","03:35:00",317
"333","C","H","control","meadow","63",0.034,"2013-11-13","04:35:00",317
"334","C","H","control","meadow","63",0.034,"2013-11-13","05:35:00",317
"335","C","H","control","meadow","63",0.034,"2013-11-13","06:35:00",317
"336","C","H","control","meadow","63",0.034,"2013-11-13","07:35:00",317
"337","C","H","control","meadow","63",0.034,"2013-11-13","08:35:00",317
"338","C","H","control","meadow","63",0.034,"2013-11-13","09:35:00",317
"339","C","H","control","meadow","63",0.034,"2013-11-13","10:35:00",317
"340","C","H","control","meadow","63",0.034,"2013-11-13","11:35:00",317
"341","C","H","control","meadow","63",0.034,"2013-11-13","12:35:00",317
"342","C","H","control","meadow","63",0.034,"2013-11-13","13:35:00",317
"343","C","H","control","meadow","63",0.034,"2013-11-13","14:35:00",317
"344","C","H","control","meadow","63",0.034,"2013-11-13","15:35:00",317
"345","C","H","control","meadow","63",0.034,"2013-11-13","16:35:00",317
"346","C","H","control","meadow","63",0.034,"2013-11-13","17:35:00",317
"347","C","H","control","meadow","63",0.034,"2013-11-13","18:35:00",317
"348","C","H","control","meadow","63",0.034,"2013-11-13","19:35:00",317
"349","C","H","control","meadow","63",0.034,"2013-11-13","20:35:00",317
"350","C","H","control","meadow","63",0.034,"2013-11-13","21:35:00",317
"351","C","H","control","meadow","63",0.034,"2013-11-13","22:35:00",317
"352","C","H","control","meadow","63",0.034,"2013-11-13","23:35:00",317
"353","C","H","control","meadow","63",0.034,"2013-11-14","00:35:00",318
"354","C","H","control","meadow","63",0.034,"2013-11-14","01:35:00",318
"355","C","H","control","meadow","63",0.034,"2013-11-14","02:35:00",318
"356","C","H","control","meadow","63",0.034,"2013-11-14","03:35:00",318
"357","C","H","control","meadow","63",0.034,"2013-11-14","04:35:00",318
"358","C","H","control","meadow","63",0.034,"2013-11-14","05:35:00",318
"359","C","H","control","meadow","63",0.034,"2013-11-14","06:35:00",318
"360","C","H","control","meadow","63",0.034,"2013-11-14","07:35:00",318
"361","C","H","control","meadow","63",0.034,"2013-11-14","08:35:00",318
"362","C","H","control","meadow","63",0.034,"2013-11-14","09:35:00",318
"363","C","H","control","meadow","63",0.034,"2013-11-14","10:35:00",318
"364","C","H","control","meadow","63",0.034,"2013-11-14","11:35:00",318
"365","C","H","control","meadow","63",0.034,"2013-11-14","12:35:00",318
"366","C","H","control","meadow","63",0.034,"2013-11-14","13:35:00",318
"367","C","H","control","meadow","63",0.034,"2013-11-14","14:35:00",318
"368","C","H","control","meadow","63",0.034,"2013-11-14","15:35:00",318
"369","C","H","control","meadow","63",0.034,"2013-11-14","16:35:00",318
"370","C","H","control","meadow","63",0.034,"2013-11-14","17:35:00",318
"371","C","H","control","meadow","63",0.034,"2013-11-14","18:35:00",318
"372","C","H","control","meadow","63",0.034,"2013-11-14","19:35:00",318
"373","C","H","control","meadow","63",0.034,"2013-11-14","20:35:00",318
"374","C","H","control","meadow","63",0.034,"2013-11-14","21:35:00",318
"375","C","H","control","meadow","63",0.034,"2013-11-14","22:35:00",318
"376","C","H","control","meadow","63",0.469,"2013-11-14","23:35:00",318
"377","C","H","control","meadow","63",0.469,"2013-11-15","00:35:00",319
"378","C","H","control","meadow","63",0.469,"2013-11-15","01:35:00",319
"379","C","H","control","meadow","63",0.469,"2013-11-15","02:35:00",319
"380","C","H","control","meadow","63",0.469,"2013-11-15","03:35:00",319
"381","C","H","control","meadow","63",0.469,"2013-11-15","04:35:00",319
"382","C","H","control","meadow","63",0.469,"2013-11-15","05:35:00",319
"383","C","H","control","meadow","63",0.469,"2013-11-15","06:35:00",319
"384","C","H","control","meadow","63",0.469,"2013-11-15","07:35:00",319
"385","C","H","control","meadow","63",0.469,"2013-11-15","08:35:00",319
"386","C","H","control","meadow","63",0.469,"2013-11-15","09:35:00",319
"387","C","H","control","meadow","63",0.469,"2013-11-15","10:35:00",319
"388","C","H","control","meadow","63",0.469,"2013-11-15","11:35:00",319
"389","C","H","control","meadow","63",0.469,"2013-11-15","12:35:00",319
"390","C","H","control","meadow","63",0.469,"2013-11-15","13:35:00",319
"391","C","H","control","meadow","63",0.034,"2013-11-15","14:35:00",319
"392","C","H","control","meadow","63",0.034,"2013-11-15","15:35:00",319
"393","C","H","control","meadow","63",0.034,"2013-11-15","16:35:00",319
"394","C","H","control","meadow","63",0.034,"2013-11-15","17:35:00",319
"395","C","H","control","meadow","63",0.034,"2013-11-15","18:35:00",319
"396","C","H","control","meadow","63",0.034,"2013-11-15","19:35:00",319
"397","C","H","control","meadow","63",0.034,"2013-11-15","20:35:00",319
"398","C","H","control","meadow","63",0.034,"2013-11-15","21:35:00",319
"399","C","H","control","meadow","63",0.034,"2013-11-15","22:35:00",319
"400","C","H","control","meadow","63",0.034,"2013-11-15","23:35:00",319
"401","C","H","control","meadow","63",0.034,"2013-11-16","00:35:00",320
"402","C","H","control","meadow","63",0.034,"2013-11-16","01:35:00",320
"403","C","H","control","meadow","63",0.034,"2013-11-16","02:35:00",320
"404","C","H","control","meadow","63",0.034,"2013-11-16","03:35:00",320
"405","C","H","control","meadow","63",0.034,"2013-11-16","04:35:00",320
"406","C","H","control","meadow","63",0.034,"2013-11-16","05:35:00",320
"407","C","H","control","meadow","63",0.034,"2013-11-16","06:35:00",320
"408","C","H","control","meadow","63",0.034,"2013-11-16","07:35:00",320
"409","C","H","control","meadow","63",0.034,"2013-11-16","08:35:00",320
"410","C","H","control","meadow","63",0.034,"2013-11-16","09:35:00",320
"411","C","H","control","meadow","63",0.034,"2013-11-16","10:35:00",320
"412","C","H","control","meadow","63",0.034,"2013-11-16","11:35:00",320
"413","C","H","control","meadow","63",0.034,"2013-11-16","12:35:00",320
"414","C","H","control","meadow","63",0.034,"2013-11-16","13:35:00",320
