placeID,fileID,Sample.Label,datetime,date,time,species,contact,angle,distance,Area,Region.Label,Study.Area
HYPP17,HYPP17,HYPP17,2019:12:07 07:22:16,07/12/2019,0.30713,African Civet,No,0.8-1,12,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:07 07:22:16,07/12/2019,0.30713,African Civet,No,0.8-1,12,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:07 07:22:16,07/12/2019,0.30713,African Civet,No,0.8-1,11,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:07 07:22:15,07/12/2019,0.307118,African Civet,No,0.8-1,11,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:07 07:22:15,07/12/2019,0.307118,African Civet,No,0.8-1,11,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:07 07:22:09,07/12/2019,0.307049,African Civet,No,0.2-0.4,10,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:07 07:22:09,07/12/2019,0.307049,African Civet,No,0.4-0.6,10,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:07 07:22:09,07/12/2019,0.307049,African Civet,No,0.4-0.6,11,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:07 07:22:09,07/12/2019,0.307049,African Civet,No,0.4-0.6,11,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:07 07:22:08,07/12/2019,0.307037,African Civet,No,0.4-0.6,11,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:07 07:22:08,07/12/2019,0.307037,African Civet,Yes,0.6-0.8,11,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:39,09/12/2019,0.681007,Black Backed Jackal,No,0.2-0.4,15,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:39,09/12/2019,0.681007,Black Backed Jackal,No,0-0.2,13,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:39,09/12/2019,0.681007,Black Backed Jackal,No,0-0.2,12,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:38,09/12/2019,0.680995,Black Backed Jackal,No,0-0.2,11,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:38,09/12/2019,0.680995,Black Backed Jackal,No,0-0.2,10,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:38,09/12/2019,0.680995,Black Backed Jackal,No,0.2-0.4,9.5,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:22,09/12/2019,0.68081,Black Backed Jackal,No,0.6-0.8,9,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:22,09/12/2019,0.68081,Black Backed Jackal,No,0.6-0.8,9,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:21,09/12/2019,0.680799,Black Backed Jackal,No,0.4-0.6,9,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:21,09/12/2019,0.680799,Black Backed Jackal,No,0.4-0.6,9,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:21,09/12/2019,0.680799,Black Backed Jackal,No,0.2-0.4,9.5,1,Grid1,200
HYPP20,HYPP20,HYPP20,2019:12:09 16:20:20,09/12/2019,0.680787,Black Backed Jackal,Yes,0-0.2,10,1,Grid1,200
HYPP08,HYPP08,HYPP08,2019:12:14 07:43:42,14/12/2019,0.322014,Black Backed Jackal,No,0.4-0.6,11,1,Grid1,200
HYPP08,HYPP08,HYPP08,2019:12:14 07:43:42,14/12/2019,0.322014,Black Backed Jackal,No,0.4-0.6,12,1,Grid1,200
HYPP08,HYPP08,HYPP08,2019:12:14 07:43:42,14/12/2019,0.322014,Black Backed Jackal,No,0.2-0.4,11,1,Grid1,200
HYPP08,HYPP08,HYPP08,2019:12:14 07:43:41,14/12/2019,0.322002,Black Backed Jackal,No,0.2-0.4,12,1,Grid1,200
HYPP08,HYPP08,HYPP08,2019:12:14 07:43:41,14/12/2019,0.322002,Black Backed Jackal,No,0-0.2,15,1,Grid1,200
HYPP08,HYPP08,HYPP08,2019:12:14 07:43:41,14/12/2019,0.322002,Black Backed Jackal,Yes,0-0.2,19,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:16 02:57:21,16/12/2019,0.12316,Black Backed Jackal,No,0.8-1,13,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:16 02:57:21,16/12/2019,0.12316,Black Backed Jackal,No,0.8-1,9,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:16 02:57:20,16/12/2019,0.123148,Black Backed Jackal,No,0.6-0.8,7.5,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:16 02:57:20,16/12/2019,0.123148,Black Backed Jackal,No,0.6-0.8,6.5,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:16 02:57:20,16/12/2019,0.123148,Black Backed Jackal,No,0.4-0.6,5.5,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:16 02:57:19,16/12/2019,0.123137,Black Backed Jackal,Yes,0.2-0.4,4.5,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:11 06:31:09,11/12/2019,0.271632,Brown Hyena,No,0.8-1,22,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:11 06:31:09,11/12/2019,0.271632,Brown Hyena,No,0.6-0.8,17,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:11 06:31:09,11/12/2019,0.271632,Brown Hyena,No,0.4-0.6,15,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:11 06:31:08,11/12/2019,0.27162,Brown Hyena,No,0.4-0.6,14,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:11 06:31:08,11/12/2019,0.27162,Brown Hyena,No,0.2-0.4,11,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:11 06:31:08,11/12/2019,0.27162,Brown Hyena,Yes,0-0.2,11,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:13 05:19:10,13/12/2019,0.221644,Black Backed Jackal,No,0.4-0.6,9.5,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:13 05:19:09,13/12/2019,0.221632,Black Backed Jackal,No,0.4-0.6,11,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:13 05:19:09,13/12/2019,0.221632,Black Backed Jackal,No,0.6-0.8,12,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:13 05:19:09,13/12/2019,0.221632,Black Backed Jackal,No,0.6-0.8,14,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:13 05:19:08,13/12/2019,0.22162,Black Backed Jackal,No,0.6-0.8,15,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:13 05:19:08,13/12/2019,0.22162,Black Backed Jackal,Yes,0.8-1,18,1,Grid1,200
GKPP13,GKPP13,GKPP13,2019:12:20 02:20:32,20/12/2019,0.097593,Black Backed Jackal,No,0-0.2,8.5,1,Grid1,200
GKPP13,GKPP13,GKPP13,2019:12:20 02:20:32,20/12/2019,0.097593,Black Backed Jackal,No,0-0.2,8.5,1,Grid1,200
GKPP13,GKPP13,GKPP13,2019:12:20 02:20:32,20/12/2019,0.097593,Black Backed Jackal,No,0-0.2,8,1,Grid1,200
GKPP13,GKPP13,GKPP13,2019:12:20 02:20:31,20/12/2019,0.097581,Black Backed Jackal,No,0.2-0.4,8,1,Grid1,200
GKPP13,GKPP13,GKPP13,2019:12:20 02:20:31,20/12/2019,0.097581,Black Backed Jackal,No,0.2-0.4,8,1,Grid1,200
GKPP13,GKPP13,GKPP13,2019:12:20 02:20:31,20/12/2019,0.097581,Black Backed Jackal,Yes,0.4-0.6,8.5,1,Grid1,200
GKPP16,GKPP16,GKPP16,2019:12:14 05:20:01,14/12/2019,0.222234,Black Backed Jackal,No,0.8-1,6,1,Grid1,200
GKPP16,GKPP16,GKPP16,2019:12:14 05:20:01,14/12/2019,0.222234,Black Backed Jackal,No,0.6-0.8,5,1,Grid1,200
GKPP16,GKPP16,GKPP16,2019:12:14 05:20:00,14/12/2019,0.222222,Black Backed Jackal,Yes,0.4-0.6,4,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:47,21/12/2019,0.183877,Black Backed Jackal,No,0.8-1,5.5,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:47,21/12/2019,0.183877,Black Backed Jackal,No,0.6-0.8,5.5,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:47,21/12/2019,0.183877,Black Backed Jackal,No,0.6-0.8,5.5,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:36,21/12/2019,0.18375,Black Backed Jackal,No,0.4-0.6,11,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:35,21/12/2019,0.183738,Black Backed Jackal,No,0.4-0.6,11,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:35,21/12/2019,0.183738,Black Backed Jackal,No,0.2-0.4,11,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:35,21/12/2019,0.183738,Black Backed Jackal,No,0.2-0.4,13,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:35,21/12/2019,0.183738,Black Backed Jackal,No,0-0.2,13,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:34,21/12/2019,0.183727,Black Backed Jackal,Yes,0-0.2,13,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:23 06:25:15,23/12/2019,0.267535,Black Backed Jackal,No,0.8-1,9,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:23 06:25:13,23/12/2019,0.267512,Black Backed Jackal,Yes,0.2-0.4,9.5,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:22 02:54:27,22/12/2019,0.121146,Black Backed Jackal,No,0.6-0.8,8.5,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:22 02:54:27,22/12/2019,0.121146,Black Backed Jackal,No,0.6-0.8,8.5,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:22 02:54:26,22/12/2019,0.121134,Black Backed Jackal,No,0.6-0.8,8.5,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:22 02:54:26,22/12/2019,0.121134,Black Backed Jackal,No,0.6-0.8,8,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:22 02:54:26,22/12/2019,0.121134,Black Backed Jackal,No,0.6-0.8,7.5,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:22 02:54:25,22/12/2019,0.121123,Black Backed Jackal,Yes,0.6-0.8,7.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 04:54:02,24/12/2019,0.20419,Black Backed Jackal,No,0.8-1,4.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 04:54:02,24/12/2019,0.20419,Black Backed Jackal,No,0.8-1,4.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 04:54:02,24/12/2019,0.20419,Black Backed Jackal,No,0.6-0.8,4.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 04:54:01,24/12/2019,0.204178,Black Backed Jackal,No,0.6-0.8,4.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 04:54:01,24/12/2019,0.204178,Black Backed Jackal,No,0.4-0.6,4.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 04:54:01,24/12/2019,0.204178,Black Backed Jackal,Yes,0.2-0.4,4.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 00:45:21,24/12/2019,0.031493,Black Backed Jackal,No,0.8-1,4.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 00:45:21,24/12/2019,0.031493,Black Backed Jackal,No,0.6-0.8,4.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 00:45:20,24/12/2019,0.031481,Black Backed Jackal,No,0.2-0.4,4.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 00:45:20,24/12/2019,0.031481,Black Backed Jackal,No,0-0.2,5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 00:45:20,24/12/2019,0.031481,Black Backed Jackal,Yes,0-0.2,5.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:16 17:58:19,16/12/2019,0.748831,Black Backed Jackal,No,0-0.2,12,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:16 17:58:19,16/12/2019,0.748831,Black Backed Jackal,No,0-0.2,13,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:16 17:58:19,16/12/2019,0.748831,Black Backed Jackal,No,0-0.2,14,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:16 17:58:18,16/12/2019,0.748819,Black Backed Jackal,No,0.2-0.4,14,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:16 17:58:18,16/12/2019,0.748819,Black Backed Jackal,No,0.2-0.4,14,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:16 17:58:18,16/12/2019,0.748819,Black Backed Jackal,Yes,0.4-0.6,14,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:22 19:02:45,22/12/2019,0.793576,Black Backed Jackal,No,0-0.2,7,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:22 19:02:45,22/12/2019,0.793576,Black Backed Jackal,No,0-0.2,6.5,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:22 19:02:44,22/12/2019,0.793565,Black Backed Jackal,No,0-0.2,6,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:22 19:02:44,22/12/2019,0.793565,Black Backed Jackal,No,0-0.2,5.5,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:22 19:02:44,22/12/2019,0.793565,Black Backed Jackal,No,0-0.2,5,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:22 19:02:44,22/12/2019,0.793565,Black Backed Jackal,Yes,0-0.2,4.5,1,Grid1,200
HYPP04,HYPP04,HYPP04,2019:12:22 04:42:38,22/12/2019,0.196273,Black Backed Jackal,No,0-0.2,4.5,1,Grid1,200
HYPP04,HYPP04,HYPP04,2019:12:22 04:42:38,22/12/2019,0.196273,Black Backed Jackal,No,0-0.2,5,1,Grid1,200
HYPP04,HYPP04,HYPP04,2019:12:22 04:42:37,22/12/2019,0.196262,Black Backed Jackal,No,0-0.2,5.5,1,Grid1,200
HYPP04,HYPP04,HYPP04,2019:12:22 04:42:37,22/12/2019,0.196262,Black Backed Jackal,No,0-0.2,5.5,1,Grid1,200
HYPP04,HYPP04,HYPP04,2019:12:22 04:42:37,22/12/2019,0.196262,Black Backed Jackal,No,0-0.2,5.5,1,Grid1,200
HYPP04,HYPP04,HYPP04,2019:12:22 04:42:37,22/12/2019,0.196262,Black Backed Jackal,Yes,0.2-0.4,6,1,Grid1,200
GKPP10,GKPP10,GKPP10,2019:12:15 07:56:48,15/12/2019,0.331111,Leopard,No,0.6-0.8,19,1,Grid1,200
GKPP10,GKPP10,GKPP10,2019:12:15 07:56:48,15/12/2019,0.331111,Leopard,No,0.6-0.8,19,1,Grid1,200
GKPP10,GKPP10,GKPP10,2019:12:15 07:56:48,15/12/2019,0.331111,Leopard,No,0.6-0.8,18,1,Grid1,200
GKPP10,GKPP10,GKPP10,2019:12:15 07:56:47,15/12/2019,0.3311,Leopard,No,0.6-0.8,18,1,Grid1,200
GKPP10,GKPP10,GKPP10,2019:12:15 07:56:47,15/12/2019,0.3311,Leopard,No,0.4-0.6,18,1,Grid1,200
GKPP10,GKPP10,GKPP10,2019:12:15 07:56:47,15/12/2019,0.3311,Leopard,Yes,0.4-0.6,18,1,Grid1,200
GKPP11,GKPP11,GKPP11,2019:12:17 03:54:31,17/12/2019,0.162859,Black Backed Jackal,No,0-0.2,12,1,Grid1,200
GKPP11,GKPP11,GKPP11,2019:12:17 03:54:31,17/12/2019,0.162859,Black Backed Jackal,No,0-0.2,12,1,Grid1,200
GKPP11,GKPP11,GKPP11,2019:12:17 03:54:30,17/12/2019,0.162847,Black Backed Jackal,No,0-0.2,12,1,Grid1,200
GKPP11,GKPP11,GKPP11,2019:12:17 03:54:30,17/12/2019,0.162847,Black Backed Jackal,No,0-0.2,12,1,Grid1,200
GKPP11,GKPP11,GKPP11,2019:12:17 03:54:30,17/12/2019,0.162847,Black Backed Jackal,No,0-0.2,12,1,Grid1,200
