Season,Trial_Year,Traps_Caught,TrapsEmpty,Team_Code,Area_Code
May_June,1,0,9,T347,Area1
May_June,1,1,8,T347,Area1
May_June,1,0,10,T851,Area1
May_June,1,0,6,T851,Area1
May_June,1,0,6,T851,Area1
May_June,1,0,4,T851,Area1
May_June,1,0,8,T229,Area1
May_June,1,2,6,T146,Area1
May_June,1,2,6,T146,Area1
May_June,1,0,7,T146,Area1
May_June,1,0,7,T146,Area1
May_June,1,0,7,T146,Area1
May_June,1,0,7,T146,Area1
May_June,1,0,4,T78,Area1
May_June,1,2,4,T78,Area1
May_June,1,0,6,T78,Area1
May_June,1,0,6,T78,Area1
May_June,1,0,6,T78,Area1
May_June,1,0,5,T78,Area1
May_June,1,0,5,T78,Area1
May_June,1,0,4,T78,Area1
May_June,1,0,4,T169,Area1
May_June,1,1,3,T169,Area1
May_June,1,0,8,T169,Area1
May_June,1,3,9,T169,Area1
May_June,1,0,8,T169,Area1
May_June,1,0,8,T169,Area1
May_June,1,0,10,T169,Area1
May_June,1,0,10,T169,Area1
May_June,1,0,8,T169,Area1
May_June,1,0,8,T169,Area1
May_June,1,0,4,T169,Area1
May_June,1,0,4,T169,Area1
May_June,1,0,1,T65,Area1
May_June,1,12,8,T284,Area1
May_June,1,6,31,T284,Area1
May_June,1,6,35,T284,Area1
May_June,1,4,39,T284,Area1
May_June,1,3,38,T284,Area1
May_June,1,4,29,T284,Area1
May_June,1,1,29,T284,Area1
May_June,1,0,35,T284,Area1
May_June,1,1,-2,T284,Area1
May_June,1,1,33,T284,Area1
May_June,1,2,20,T284,Area1
May_June,1,0,2,T866,Area1
May_June,1,0,2,T866,Area1
May_June,1,0,2,T866,Area1
May_June,1,0,2,T866,Area1
May_June,1,0,2,T866,Area1
May_June,1,0,2,T866,Area1
May_June,1,0,2,T866,Area1
May_June,1,0,2,T866,Area1
May_June,1,0,2,T866,Area1
May_June,1,0,2,T866,Area1
May_June,1,0,2,T866,Area1
May_June,1,0,13,T61,Area1
May_June,1,7,6,T61,Area1
May_June,1,5,8,T61,Area1
May_June,1,3,10,T61,Area1
May_June,1,0,13,T61,Area1
May_June,1,0,13,T61,Area1
May_June,1,1,12,T61,Area1
May_June,1,0,13,T61,Area1
May_June,1,1,12,T61,Area1
May_June,1,0,13,T61,Area1
May_June,1,0,13,T61,Area1
May_June,1,0,12,T61,Area1
May_June,1,0,2,T65,Area1
May_June,1,0,2,T65,Area1
May_June,1,0,2,T65,Area1
May_June,1,0,2,T65,Area1
May_June,1,0,2,T65,Area1
May_June,1,0,2,T65,Area1
May_June,1,0,2,T65,Area1
May_June,1,0,12,T766,Area1
May_June,1,2,10,T766,Area1
May_June,1,0,12,T766,Area1
May_June,1,0,12,T766,Area1
May_June,1,0,12,T766,Area1
May_June,1,0,12,T766,Area1
May_June,1,0,12,T766,Area1
May_June,1,0,12,T766,Area1
May_June,1,0,12,T766,Area1
May_June,1,0,12,T766,Area1
May_June,1,1,11,T766,Area1
May_June,1,1,11,T766,Area1
May_June,1,0,14,T95,Area1
May_June,1,2,12,T293,Area1
May_June,1,0,14,T293,Area1
May_June,1,0,14,T293,Area1
May_June,1,0,14,T293,Area1
May_June,1,2,11,T293,Area1
May_June,1,2,11,T293,Area1
May_June,1,0,9,T293,Area1
May_June,1,0,9,T293,Area1
May_June,1,0,9,T293,Area1
May_June,1,0,4,T293,Area1
May_June,1,0,26,T701,Area1
May_June,1,6,20,T701,Area1
May_June,1,7,19,T701,Area1
May_June,1,2,24,T701,Area1
May_June,1,1,25,T701,Area1
May_June,1,2,24,T701,Area1
May_June,1,1,24,T701,Area1
May_June,1,0,26,T701,Area1
May_June,1,0,26,T812,Area1
May_June,1,0,18,T812,Area1
May_June,1,1,17,T812,Area1
May_June,1,0,10,T812,Area1
May_June,1,0,6,T701,Area1
May_June,1,0,6,T701,Area1
May_June,1,0,6,T701,Area1
May_June,1,0,6,T701,Area1
May_June,1,0,6,T701,Area1
May_June,1,0,6,T701,Area1
May_June,1,0,6,T701,Area1
May_June,1,0,6,T701,Area1
May_June,1,0,6,T812,Area1
May_June,1,0,6,T812,Area1
May_June,1,0,6,T812,Area1
May_June,1,0,5,T30,Area1
May_June,1,1,4,T30,Area1
May_June,1,0,5,T30,Area1
May_June,1,0,5,T30,Area1
May_June,1,0,5,T30,Area1
May_June,1,0,5,T30,Area1
May_June,1,0,3,T30,Area1
May_June,1,0,3,T30,Area1
May_June,1,0,4,T701,Area1
May_June,1,3,1,T701,Area1
May_June,1,0,4,T701,Area1
May_June,1,1,3,T701,Area1
May_June,1,0,3,T701,Area1
May_June,1,0,4,T701,Area1
May_June,1,0,4,T701,Area1
May_June,1,0,4,T701,Area1
May_June,1,0,4,T812,Area1
May_June,1,0,4,T812,Area1
May_June,1,0,4,T812,Area1
May_June,1,0,4,T812,Area1
May_June,1,0,1,T72,Area1
May_June,1,0,2,T72,Area1
May_June,1,0,2,T72,Area1
May_June,1,0,2,T72,Area1
May_June,1,0,7,T65,Area1
May_June,1,2,4,T284,Area1
May_June,1,1,5,T284,Area1
May_June,1,1,5,T284,Area1
May_June,1,0,6,T284,Area1
May_June,1,0,6,T284,Area1
May_June,1,0,6,T284,Area1
May_June,1,0,6,T284,Area1
May_June,1,0,8,T284,Area1
May_June,1,0,8,T284,Area1
May_June,1,0,8,T284,Area1
May_June,1,28,25,T110,Area1
May_June,1,7,46,T110,Area1
May_June,1,6,47,T110,Area1
May_June,1,4,49,T110,Area1
May_June,1,3,50,T110,Area1
May_June,1,1,52,T110,Area1
May_June,1,2,51,T110,Area1
May_June,1,1,43,T110,Area1
May_June,1,0,42,T110,Area1
May_June,1,1,41,T110,Area1
May_June,1,1,5,T110,Area1
May_June,1,0,12,T13,Area1
May_June,1,1,11,T13,Area1
May_June,1,6,6,T13,Area1
May_June,1,2,6,T13,Area1
May_June,1,0,12,T13,Area1
May_June,1,0,12,T13,Area1
May_June,1,0,12,T13,Area1
May_June,1,1,11,T13,Area1
May_June,1,0,12,T177,Area1
May_June,1,1,9,T177,Area1
May_June,1,0,10,T177,Area1
May_June,1,0,6,T177,Area1
May_June,1,0,11,T22,Area1
May_June,1,6,5,T22,Area1
May_June,1,3,8,T22,Area1
May_June,1,0,11,T22,Area1
May_June,1,1,10,T22,Area1
May_June,1,0,11,T22,Area1
May_June,1,1,10,T22,Area1
May_June,1,1,10,T22,Area1
May_June,1,0,11,T22,Area1
May_June,1,0,11,T22,Area1
May_June,1,0,4,T22,Area1
May_June,1,0,4,T22,Area1
May_June,1,0,14,T268,Area1
May_June,1,8,6,T272,Area1
May_June,1,2,12,T272,Area1
May_June,1,4,10,T272,Area1
May_June,1,0,14,T272,Area1
May_June,1,1,13,T272,Area1
May_June,1,1,13,T272,Area1
May_June,1,0,14,T272,Area1
May_June,1,0,14,T268,Area1
May_June,1,0,14,T268,Area1
May_June,1,0,14,T268,Area1
May_June,1,0,6,T268,Area1
May_June,1,1,5,T272,Area1
May_June,1,0,6,T272,Area1
May_June,1,0,6,T272,Area1
May_June,1,0,6,T272,Area1
May_June,1,0,6,T272,Area1
May_June,1,0,6,T272,Area1
May_June,1,0,6,T272,Area1
May_June,1,0,6,T268,Area1
May_June,1,0,6,T268,Area1
May_June,1,0,8,T293,Area1
May_June,1,2,7,T293,Area1
May_June,1,2,7,T293,Area1
May_June,1,2,5,T293,Area1
May_June,1,0,7,T132,Area1
May_June,1,0,16,T132,Area1
May_June,1,3,15,T132,Area1
May_June,1,2,16,T132,Area1
May_June,1,0,2,T214,Area1
May_June,1,1,1,T30,Area1
May_June,1,0,2,T30,Area1
May_June,1,0,2,T30,Area1
May_June,1,0,25,T61,Area1
May_June,1,6,19,T61,Area1
May_June,1,1,24,T61,Area1
May_June,1,1,22,T61,Area1
May_June,1,0,23,T61,Area1
May_June,1,0,23,T61,Area1
May_June,1,0,23,T61,Area1
May_June,1,0,23,T61,Area1
May_June,1,0,23,T61,Area1
May_June,1,0,23,T61,Area1
May_June,1,0,23,T61,Area1
May_June,1,0,8,T30,Area1
May_June,1,4,4,T214,Area1
May_June,1,3,5,T214,Area1
May_June,1,0,8,T214,Area1
May_June,1,0,8,T214,Area1
May_June,1,0,8,T214,Area1
May_June,1,1,7,T214,Area1
May_June,1,0,8,T214,Area1
May_June,1,0,8,T30,Area1
May_June,1,1,7,T30,Area1
May_June,1,0,8,T30,Area1
May_June,1,0,3,T30,Area1
May_June,1,0,8,T293,Area1
May_June,1,2,6,T293,Area1
May_June,1,0,8,T293,Area1
May_June,1,1,7,T293,Area1
May_June,1,0,8,T293,Area1
May_June,1,0,8,T293,Area1
May_June,1,0,8,T293,Area1
May_June,1,0,8,T293,Area1
May_June,1,0,8,T138,Area1
May_June,1,0,8,T138,Area1
May_June,1,0,4,T138,Area1
May_June,1,0,4,T766,Area1
May_June,1,1,3,T766,Area1
May_June,1,0,4,T766,Area1
May_June,1,0,4,T766,Area1
May_June,1,0,4,T766,Area1
May_June,1,0,4,T766,Area1
May_June,1,0,4,T766,Area1
May_June,1,0,4,T766,Area1
May_June,1,0,2,T766,Area1
May_June,1,0,2,T766,Area1
May_June,1,0,11,T293,Area1
May_June,1,5,6,T293,Area1
May_June,1,2,9,T293,Area1
May_June,1,2,8,T293,Area1
May_June,1,0,10,T293,Area1
May_June,1,3,7,T293,Area1
May_June,1,0,10,T293,Area1
May_June,1,0,10,T293,Area1
May_June,1,0,10,T293,Area1
May_June,1,0,8,T293,Area1
May_June,1,0,4,T293,Area1
May_June,1,0,2,T851,Area1
May_June,1,0,6,T851,Area1
May_June,1,1,7,T851,Area1
May_June,1,1,7,T851,Area1
May_June,1,0,8,T851,Area1
May_June,1,0,8,T851,Area1
May_June,1,1,7,T851,Area1
May_June,1,0,8,T851,Area1
May_June,1,0,8,T851,Area1
May_June,1,0,8,T851,Area1
May_June,1,0,2,T851,Area1
May_June,1,0,2,T851,Area1
May_June,1,0,2,T851,Area1
May_June,1,0,14,T701,Area1
May_June,1,1,13,T701,Area1
May_June,1,2,12,T701,Area1
May_June,1,1,13,T701,Area1
May_June,1,3,11,T701,Area1
May_June,1,3,11,T701,Area1
May_June,1,2,12,T701,Area1
May_June,1,0,16,T701,Area1
May_June,1,1,15,T701,Area1
May_June,1,0,16,T701,Area1
May_June,1,0,16,T701,Area1
May_June,1,1,15,T701,Area1
May_June,1,0,6,T30,Area1
May_June,1,0,1,T296,Area1
May_June,1,0,4,T296,Area1
May_June,1,0,4,T296,Area1
May_June,1,0,4,T296,Area1
May_June,1,0,4,T296,Area1
May_June,1,0,4,T296,Area1
May_June,1,0,4,T296,Area1
May_June,1,1,3,T296,Area1
May_June,1,0,4,T296,Area1
May_June,1,0,2,T296,Area1
May_June,1,0,2,T296,Area1
May_June,1,0,26,T13,Area1
May_June,1,8,18,T13,Area1
May_June,1,9,15,T13,Area1
May_June,1,1,40,T13,Area1
May_June,1,5,37,T13,Area1
May_June,1,1,41,T13,Area1
May_June,1,2,39,T13,Area1
May_June,1,1,40,T13,Area1
May_June,1,0,42,T174,Area1
May_June,1,1,41,T174,Area1
May_June,1,2,16,T174,Area1
May_June,1,1,10,T174,Area1
May_June,1,0,4,T863,Area1
May_June,1,1,3,T866,Area1
May_June,1,1,3,T866,Area1
May_June,1,1,3,T866,Area1
May_June,1,0,4,T866,Area1
May_June,1,1,3,T866,Area1
May_June,1,1,3,T866,Area1
May_June,1,0,4,T866,Area1
May_June,1,1,3,T866,Area1
May_June,1,1,3,T866,Area1
May_June,1,0,4,T866,Area1
May_June,1,0,4,T866,Area1
May_June,1,0,6,T296,Area1
May_June,1,1,5,T296,Area1
May_June,1,0,6,T296,Area1
May_June,1,0,6,T296,Area1
May_June,1,0,6,T296,Area1
May_June,1,0,6,T296,Area1
May_June,1,0,6,T296,Area1
May_June,1,1,5,T296,Area1
May_June,1,0,6,T296,Area1
May_June,1,1,5,T296,Area1
May_June,1,0,5,T296,Area1
May_June,1,0,4,T296,Area1
May_June,1,0,3,T47,Area1
May_June,1,3,0,T47,Area1
May_June,1,1,2,T47,Area1
May_June,1,2,1,T47,Area1
May_June,1,0,3,T47,Area1
May_June,1,0,3,T47,Area1
May_June,1,0,3,T47,Area1
May_June,1,0,3,T47,Area1
May_June,1,0,3,T47,Area1
May_June,1,0,3,T47,Area1
May_June,1,0,10,T280,Area1
May_June,1,2,8,T70,Area1
May_June,1,2,7,T70,Area1
May_June,1,1,8,T70,Area1
May_June,1,1,6,T70,Area1
May_June,1,0,7,T70,Area1
May_June,1,2,5,T70,Area1
May_June,1,0,7,T70,Area1
May_June,1,0,7,T72,Area1
May_June,1,0,7,T72,Area1
May_June,1,0,6,T72,Area1
May_June,1,0,7,T30,Area1
May_June,1,1,6,T30,Area1
May_June,1,1,6,T30,Area1
May_June,1,0,7,T30,Area1
May_June,1,0,7,T30,Area1
May_June,1,0,8,T30,Area1
May_June,1,1,7,T30,Area1
May_June,1,0,7,T30,Area1
May_June,1,1,6,T30,Area1
May_June,1,1,6,T30,Area1
May_June,1,0,6,T30,Area1
May_June,1,0,8,T30,Area1
May_June,1,0,46,T890,Area1
May_June,1,10,34,T890,Area1
May_June,1,1,45,T890,Area1
May_June,1,4,42,T890,Area1
May_June,1,3,43,T890,Area1
May_June,1,2,44,T890,Area1
May_June,1,1,45,T890,Area1
May_June,1,1,45,T890,Area1
May_June,1,1,45,T890,Area1
May_June,1,0,46,T890,Area1
May_June,1,1,39,T890,Area1
May_June,1,2,24,T890,Area1
May_June,1,0,8,T229,Area1
May_June,1,0,8,T229,Area1
May_June,1,0,8,T229,Area1
May_June,1,0,8,T229,Area1
May_June,1,0,8,T229,Area1
May_June,1,0,8,T229,Area1
May_June,1,0,8,T229,Area1
May_June,1,0,8,T229,Area1
May_June,1,0,8,T146,Area1
May_June,1,0,3,T296,Area1
May_June,1,0,3,T296,Area1
May_June,1,0,3,T296,Area1
May_June,1,0,3,T296,Area1
May_June,1,0,2,T296,Area1
May_June,1,0,2,T296,Area1
May_June,1,0,2,T296,Area1
May_June,1,0,2,T296,Area1
May_June,1,0,1,T296,Area1
May_June,1,0,6,T61,Area1
May_June,1,2,7,T61,Area1
May_June,1,2,7,T61,Area1
May_June,1,0,9,T61,Area1
May_June,1,1,8,T61,Area1
May_June,1,0,9,T61,Area1
May_June,1,0,9,T61,Area1
May_June,1,0,9,T61,Area1
May_June,1,0,9,T866,Area1
May_June,1,0,9,T866,Area1
May_June,1,0,9,T866,Area1
May_June,1,0,3,T866,Area1
May_June,1,0,2,T78,Area1
May_June,1,2,0,T78,Area1
May_June,1,2,0,T78,Area1
May_June,1,0,2,T78,Area1
May_June,1,0,2,T78,Area1
May_June,1,0,2,T78,Area1
May_June,1,0,2,T78,Area1
May_June,1,0,2,T78,Area1
May_June,1,0,4,T61,Area1
May_June,1,1,3,T61,Area1
May_June,1,1,3,T61,Area1
May_June,1,1,1,T61,Area1
May_June,1,0,2,T61,Area1
May_June,1,0,2,T61,Area1
May_June,1,0,2,T61,Area1
May_June,1,0,2,T61,Area1
May_June,1,0,2,T61,Area1
May_June,1,0,2,T61,Area1
May_June,1,0,2,T61,Area1
May_June,1,0,5,T110,Area1
May_June,1,1,4,T110,Area1
May_June,1,1,4,T110,Area1
May_June,1,1,4,T110,Area1
May_June,1,0,5,T110,Area1
May_June,1,0,5,T110,Area1
May_June,1,0,5,T110,Area1
May_June,1,0,5,T110,Area1
May_June,1,1,4,T110,Area1
May_June,1,1,4,T110,Area1
May_June,1,0,12,T851,Area1
May_June,1,1,11,T851,Area1
May_June,1,1,11,T851,Area1
May_June,1,1,11,T851,Area1
May_June,1,0,12,T851,Area1
May_June,1,0,12,T851,Area1
May_June,1,1,11,T851,Area1
May_June,1,0,12,T851,Area1
May_June,1,0,12,T851,Area1
May_June,1,0,12,T851,Area1
May_June,1,0,12,T851,Area1
May_June,1,0,12,T851,Area1
May_June,1,0,7,T78,Area1
May_June,1,0,7,T78,Area1
May_June,1,2,6,T78,Area1
May_June,1,0,8,T78,Area1
May_June,1,0,8,T78,Area1
May_June,1,0,8,T78,Area1
May_June,1,1,7,T78,Area1
May_June,1,0,4,T78,Area1
May_June,1,0,4,T78,Area1
May_June,1,1,3,T78,Area1
May_June,1,0,2,T78,Area1
May_June,1,0,2,T78,Area1
May_June,1,0,20,T229,Area1
May_June,1,2,18,T856,Area1
May_June,1,0,20,T856,Area1
May_June,1,1,15,T856,Area1
May_June,1,1,15,T856,Area1
May_June,1,0,16,T856,Area1
May_June,1,2,14,T856,Area1
May_June,1,0,16,T856,Area1
May_June,1,1,15,T766,Area1
May_June,1,1,13,T766,Area1
May_June,1,0,14,T766,Area1
May_June,1,0,10,T766,Area1
May_June,1,0,14,T296,Area1
May_June,1,7,7,T296,Area1
May_June,1,2,9,T296,Area1
May_June,1,1,13,T296,Area1
May_June,1,0,14,T296,Area1
May_June,1,0,14,T296,Area1
May_June,1,1,13,T296,Area1
May_June,1,1,13,T296,Area1
May_June,1,0,14,T296,Area1
May_June,1,0,14,T296,Area1
May_June,1,0,10,T296,Area1
May_June,1,0,10,T863,Area1
May_June,1,0,10,T866,Area1
May_June,1,1,9,T866,Area1
May_June,1,0,10,T866,Area1
May_June,1,0,10,T866,Area1
May_June,1,0,10,T866,Area1
May_June,1,0,10,T866,Area1
May_June,1,0,10,T866,Area1
May_June,1,0,10,T866,Area1
May_June,1,0,10,T866,Area1
May_June,1,1,9,T866,Area1
May_June,1,0,10,T866,Area1
May_June,1,0,3,T110,Area1
May_June,1,1,2,T256,Area1
May_June,1,2,1,T256,Area1
May_June,1,0,3,T256,Area1
May_June,1,1,2,T256,Area1
May_June,1,0,3,T256,Area1
May_June,1,0,3,T256,Area1
May_June,1,0,3,T256,Area1
May_June,1,0,3,T110,Area1
May_June,1,0,3,T110,Area1
May_June,1,0,1,T110,Area1
May_June,1,0,1,T110,Area1
May_June,1,1,7,T284,Area1
May_June,1,0,3,T284,Area1
May_June,1,2,2,T284,Area1
May_June,1,1,6,T284,Area1
May_June,1,0,7,T284,Area1
May_June,1,0,7,T284,Area1
May_June,1,1,6,T284,Area1
May_June,1,0,7,T284,Area1
May_June,1,0,6,T284,Area1
May_June,1,0,6,T284,Area1
May_June,1,0,6,T284,Area1
May_June,1,0,25,T30,Area1
May_June,1,3,22,T214,Area1
May_June,1,2,26,T214,Area1
May_June,1,0,28,T214,Area1
May_June,1,0,22,T214,Area1
May_June,1,0,20,T214,Area1
May_June,1,2,18,T214,Area1
May_June,1,0,21,T214,Area1
May_June,1,0,18,T30,Area1
May_June,1,0,18,T30,Area1
May_June,1,0,11,T30,Area1
May_June,1,0,7,T30,Area1
May_June,1,0,6,T766,Area1
May_June,1,6,0,T766,Area1
May_June,1,0,6,T766,Area1
May_June,1,0,6,T766,Area1
May_June,1,0,6,T766,Area1
May_June,1,0,6,T766,Area1
May_June,1,0,6,T766,Area1
May_June,1,0,6,T766,Area1
May_June,1,0,6,T766,Area1
May_June,1,0,4,T766,Area1
May_June,1,0,4,T766,Area1
May_June,1,0,9,T284,Area1
May_June,1,2,8,T284,Area1
May_June,1,2,8,T284,Area1
May_June,1,1,9,T284,Area1
May_June,1,0,10,T284,Area1
May_June,1,0,10,T284,Area1
May_June,1,1,9,T284,Area1
May_June,1,0,10,T284,Area1
May_June,1,0,9,T284,Area1
May_June,1,0,9,T284,Area1
May_June,1,0,9,T284,Area1
May_June,1,0,2,T293,Area1
May_June,1,0,2,T293,Area1
May_June,1,0,2,T293,Area1
May_June,1,0,2,T293,Area1
May_June,1,0,2,T293,Area1
May_June,1,0,2,T293,Area1
May_June,1,0,2,T293,Area1
May_June,1,0,2,T293,Area1
May_June,1,0,2,T293,Area1
May_June,1,0,2,T293,Area1
May_June,1,0,3,T70,Area1
May_June,1,3,1,T70,Area1
May_June,1,3,-1,T70,Area1
May_June,1,2,1,T70,Area1
May_June,1,0,3,T70,Area1
May_June,1,0,3,T70,Area1
May_June,1,1,2,T70,Area1
May_June,1,0,3,T70,Area1
May_June,1,1,2,T72,Area1
May_June,1,0,3,T72,Area1
May_June,1,0,3,T72,Area1
May_June,1,0,1,T72,Area1
May_June,1,0,4,T130,Area1
May_June,1,4,0,T130,Area1
May_June,1,0,4,T130,Area1
May_June,1,1,2,T130,Area1
May_June,1,0,4,T130,Area1
May_June,1,0,4,T130,Area1
May_June,1,1,3,T130,Area1
May_June,1,1,3,T130,Area1
May_June,1,0,4,T851,Area1
May_June,1,0,4,T851,Area1
May_June,1,0,4,T851,Area1
May_June,1,0,2,T851,Area1
May_June,1,0,1,T866,Area1
May_June,1,0,1,T866,Area1
May_June,1,0,8,T866,Area1
May_June,1,0,8,T866,Area1
May_June,1,1,7,T866,Area1
May_June,1,0,26,T130,Area1
May_June,1,16,16,T130,Area1
May_June,1,8,24,T130,Area1
May_June,1,5,27,T130,Area1
May_June,1,1,31,T130,Area1
May_June,1,2,30,T130,Area1
May_June,1,1,31,T130,Area1
May_June,1,0,32,T130,Area1
May_June,1,0,32,T851,Area1
May_June,1,1,22,T851,Area1
May_June,1,0,23,T851,Area1
May_June,1,0,11,T851,Area1
May_June,1,0,1,T73,Area1
May_June,1,1,0,T73,Area1
May_June,1,0,1,T73,Area1
May_June,1,0,1,T73,Area1
May_June,1,0,1,T73,Area1
May_June,1,0,1,T73,Area1
May_June,1,0,1,T72,Area1
May_June,1,0,1,T72,Area1
May_June,1,0,1,T72,Area1
May_June,1,0,1,T72,Area1
May_June,1,0,8,T863,Area1
May_June,1,2,6,T866,Area1
May_June,1,4,2,T866,Area1
May_June,1,1,12,T866,Area1
May_June,1,0,10,T866,Area1
May_June,1,0,7,T866,Area1
May_June,1,0,22,T866,Area1
May_June,1,0,22,T866,Area1
May_June,1,0,20,T866,Area1
May_June,1,0,10,T866,Area1
May_June,1,0,8,T130,Area1
May_June,1,7,1,T130,Area1
May_June,1,3,5,T130,Area1
May_June,1,3,5,T130,Area1
May_June,1,0,8,T130,Area1
May_June,1,1,7,T130,Area1
May_June,1,0,8,T130,Area1
May_June,1,1,7,T130,Area1
May_June,1,0,8,T128,Area1
May_June,1,0,8,T128,Area1
May_June,1,0,8,T128,Area1
May_June,1,1,5,T128,Area1
May_June,1,0,6,T890,Area1
May_June,1,4,2,T890,Area1
May_June,1,0,6,T890,Area1
May_June,1,0,6,T890,Area1
May_June,1,0,6,T890,Area1
May_June,1,0,6,T890,Area1
May_June,1,0,6,T890,Area1
May_June,1,0,6,T890,Area1
May_June,1,0,6,T890,Area1
May_June,1,0,6,T890,Area1
May_June,1,0,6,T890,Area1
May_June,1,0,6,T39,Area1
May_June,1,0,6,T47,Area1
May_June,1,0,6,T47,Area1
May_June,1,0,6,T47,Area1
May_June,1,1,5,T47,Area1
May_June,1,3,3,T47,Area1
May_June,1,1,5,T47,Area1
May_June,1,0,6,T47,Area1
May_June,1,0,6,T47,Area1
May_June,1,1,3,T47,Area1
May_June,1,0,18,T701,Area1
May_June,1,6,8,T701,Area1
May_June,1,0,14,T701,Area1
May_June,1,2,12,T701,Area1
May_June,1,0,14,T701,Area1
May_June,1,0,14,T701,Area1
May_June,1,0,14,T701,Area1
May_June,1,2,7,T701,Area1
May_June,1,1,8,T701,Area1
May_June,1,0,8,T197,Area1
May_June,1,5,3,T198,Area1
May_June,1,2,6,T198,Area1
May_June,1,0,5,T198,Area1
May_June,1,0,5,T198,Area1
May_June,1,0,4,T198,Area1
May_June,1,0,4,T47,Area1
May_June,1,1,1,T47,Area1
May_June,1,0,3,T47,Area1
May_June,1,0,2,T47,Area1
May_June,1,0,8,T268,Area1
May_June,1,1,7,T268,Area1
May_June,1,1,7,T268,Area1
May_June,1,0,8,T268,Area1
May_June,1,1,7,T268,Area1
May_June,1,0,8,T268,Area1
May_June,1,1,7,T268,Area1
May_June,1,0,8,T268,Area1
May_June,1,0,8,T268,Area1
May_June,1,0,8,T268,Area1
May_June,1,0,8,T268,Area1
May_June,1,0,17,T296,Area1
May_June,1,4,13,T296,Area1
May_June,1,1,16,T296,Area1
May_June,1,1,16,T296,Area1
May_June,1,0,17,T296,Area1
May_June,1,0,17,T296,Area1
May_June,1,0,17,T296,Area1
May_June,1,0,17,T296,Area1
May_June,1,0,17,T296,Area1
May_June,1,0,17,T296,Area1
May_June,1,1,9,T296,Area1
May_June,1,0,7,T296,Area1
May_June,1,1,4,T30,Area1
May_June,1,1,4,T30,Area1
May_June,1,1,4,T30,Area1
May_June,1,1,2,T30,Area1
May_June,3,0,2,T103,Area1
May_June,3,0,2,T114,Area1
May_June,3,0,2,T380,Area1
May_June,3,0,2,T382,Area1
May_June,3,0,2,T69,Area1
May_June,3,0,2,T102,Area1
May_June,3,0,2,T103,Area1
May_June,3,0,2,T103,Area1
July_August,3,0,2,T84,Area1
July_August,3,0,2,T84,Area1
July_August,3,0,2,T84,Area1
July_August,3,0,10,T115,Area1
July_August,3,0,2,T115,Area1
July_August,3,0,10,T115,Area1
July_August,3,0,2,T115,Area1
July_August,3,0,10,T445,Area1
