placeID,fileID,Sample.Label,datetime,date,time,species,contact,angle,distance,Area,Region.Label,Study.Area
GKPP13,GKPP13,GKPP13,2019:12:20 02:20:31,20/12/2019,0.097581019,Black Backed Jackal,No,0.2-0.4,8,1,Grid1,200
GKPP13,GKPP13,GKPP13,2019:12:20 02:20:32,20/12/2019,0.097592593,Black Backed Jackal,No,0-0.2,8.5,1,Grid1,200
GKPP16,GKPP16,GKPP16,2019:12:14 05:20:00,14/12/2019,0.222222222,Black Backed Jackal,Yes,0.4-0.6,4,1,Grid1,200
GKPP16,GKPP16,GKPP16,2019:12:14 05:20:01,14/12/2019,0.222233796,Black Backed Jackal,No,0.8-1,6,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:34,21/12/2019,0.183726852,Black Backed Jackal,Yes,0-0.2,13,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:35,21/12/2019,0.183738426,Black Backed Jackal,No,0.2-0.4,13,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:36,21/12/2019,0.18375,Black Backed Jackal,No,0.4-0.6,11,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:21 04:24:47,21/12/2019,0.183877315,Black Backed Jackal,No,0.6-0.8,5.5,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:23 06:25:13,23/12/2019,0.267511574,Black Backed Jackal,Yes,0.2-0.4,9.5,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:23 06:25:15,23/12/2019,0.267534722,Black Backed Jackal,No,0.8-1,9,1,Grid1,200
HYPP04,HYPP04,HYPP04,2019:12:22 04:42:37,22/12/2019,0.196261574,Black Backed Jackal,No,0-0.2,5.5,1,Grid1,200
HYPP04,HYPP04,HYPP04,2019:12:22 04:42:38,22/12/2019,0.196273148,Black Backed Jackal,No,0-0.2,4.5,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:22 02:54:25,22/12/2019,0.121122685,Black Backed Jackal,Yes,0.6-0.8,7.5,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:22 02:54:26,22/12/2019,0.121134259,Black Backed Jackal,No,0.6-0.8,8,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:22 02:54:27,22/12/2019,0.121145833,Black Backed Jackal,No,0.6-0.8,8.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:16 17:58:18,16/12/2019,0.748819444,Black Backed Jackal,No,0.2-0.4,14,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:16 17:58:19,16/12/2019,0.748831019,Black Backed Jackal,No,0-0.2,13,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 00:45:20,24/12/2019,0.031481481,Black Backed Jackal,No,0-0.2,5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 00:45:21,24/12/2019,0.031493056,Black Backed Jackal,No,0.8-1,4.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 04:54:01,24/12/2019,0.204178241,Black Backed Jackal,No,0.4-0.6,4.5,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:24 04:54:02,24/12/2019,0.204189815,Black Backed Jackal,No,0.8-1,4.5,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:22 19:02:44,22/12/2019,0.793564815,Black Backed Jackal,No,0-0.2,5,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:22 19:02:45,22/12/2019,0.793576389,Black Backed Jackal,No,0-0.2,7,1,Grid1,200
GKPP06,GKPP06,GKPP06,2019:12:29 21:35:42,29/12/2019,0.899791667,Brown Hyena,No,0.2-0.4,8,1,Grid1,200
GKPP06,GKPP06,GKPP06,2019:12:29 21:35:43,29/12/2019,0.899803241,Brown Hyena,No,0-0.2,8,1,Grid1,200
GKPP06,GKPP06,GKPP06,2019:12:31 22:05:11,31/12/2019,0.920266204,Brown Hyena,No,0.4-0.6,4.5,1,Grid1,200
GKPP06,GKPP06,GKPP06,2019:12:31 22:05:12,31/12/2019,0.920277778,Brown Hyena,No,0-0.2,4.5,1,Grid1,200
GKPP06,GKPP06,GKPP06,2020:01:04 03:50:04,04/01/2020,0.159768519,Brown Hyena,No,0.4-0.6,5.5,1,Grid1,200
GKPP06,GKPP06,GKPP06,2020:01:04 03:50:05,04/01/2020,0.159780093,Brown Hyena,No,0-0.2,5,1,Grid1,200
GKPP06,GKPP06,GKPP06,2020:01:04 22:15:50,04/01/2020,0.927662037,Brown Hyena,No,0.4-0.6,5,1,Grid1,200
GKPP06,GKPP06,GKPP06,2020:01:04 22:15:51,04/01/2020,0.927673611,Brown Hyena,No,0-0.2,5,1,Grid1,200
GKPP06,GKPP06,GKPP06,2020:01:04 22:15:52,04/01/2020,0.927685185,Brown Hyena,No,0.2-0.4,5,1,Grid1,200
GKPP11,GKPP11,GKPP11,2019:12:29 22:21:33,29/12/2019,0.931631944,Black Backed Jackal,Yes,0.2-0.4,18,1,Grid1,200
GKPP11,GKPP11,GKPP11,2019:12:29 22:21:34,29/12/2019,0.931643519,Black Backed Jackal,No,0-0.2,17,1,Grid1,200
GKPP11,GKPP11,GKPP11,2019:12:29 22:21:35,29/12/2019,0.931655093,Black Backed Jackal,No,0-0.2,17,1,Grid1,200
GKPP12,GKPP12,GKPP12,2019:12:29 03:03:54,29/12/2019,0.127708333,Brown Hyena,No,0.2-0.4,8,1,Grid1,200
GKPP12,GKPP12,GKPP12,2019:12:29 03:03:55,29/12/2019,0.127719907,Brown Hyena,No,0.4-0.6,6.5,1,Grid1,200
GKPP12,GKPP12,GKPP12,2019:12:29 03:04:03,29/12/2019,0.1278125,Brown Hyena,No,0.8-1,3.5,1,Grid1,200
GKPP12,GKPP12,GKPP12,2019:12:29 03:04:04,29/12/2019,0.127824074,Brown Hyena,No,0.8-1,4,1,Grid1,200
GKPP13,GKPP13,GKPP13,2019:12:27 21:19:57,27/12/2019,0.888854167,Black Backed Jackal,No,0-0.2,7.5,1,Grid1,200
GKPP13,GKPP13,GKPP13,2019:12:27 21:19:58,27/12/2019,0.888865741,Black Backed Jackal,No,0.4-0.6,9,1,Grid1,200
GKPP16,GKPP16,GKPP16,2019:12:23 18:24:16,23/12/2019,0.766851852,Black Backed Jackal,No,0.4-0.6,6.5,1,Grid1,200
GKPP16,GKPP16,GKPP16,2019:12:23 18:24:17,23/12/2019,0.766863426,Black Backed Jackal,No,0.2-0.4,7,1,Grid1,200
GKPP16,GKPP16,GKPP16,2019:12:23 18:24:18,23/12/2019,0.766875,Black Backed Jackal,No,0.2-0.4,7.5,1,Grid1,200
GKPP18,GKPP18,GKPP18,2019:12:23 18:40:21,23/12/2019,0.778020833,Brown Hyena,No,0.6-0.8,10,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:24 19:51:30,24/12/2019,0.827430556,Brown Hyena,Yes,0.2-0.4,15,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:24 19:51:32,24/12/2019,0.827453704,Brown Hyena,No,0.4-0.6,14,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:24 19:51:33,24/12/2019,0.827465278,Brown Hyena,No,0.8-1,12,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:26 21:11:47,26/12/2019,0.88318287,Black Backed Jackal,Yes,0.2-0.4,13,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:26 21:11:49,26/12/2019,0.883206019,Black Backed Jackal,No,0.6-0.8,13,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:26 21:11:51,26/12/2019,0.883229167,Black Backed Jackal,No,0.8-1,14,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:30 04:59:20,30/12/2019,0.20787037,Black Backed Jackal,Yes,0-0.2,14,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:30 04:59:22,30/12/2019,0.207893519,Black Backed Jackal,No,0.4-0.6,15,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:30 04:59:24,30/12/2019,0.207916667,Black Backed Jackal,No,0.8-1,21,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:31 02:55:39,31/12/2019,0.121979167,Black Backed Jackal,Yes,0.2-0.4,11,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:31 02:55:41,31/12/2019,0.122002315,Black Backed Jackal,No,0.2-0.4,12,1,Grid1,200
GKPP19,GKPP19,GKPP19,2019:12:31 02:55:43,31/12/2019,0.122025463,Black Backed Jackal,No,0.8-1,15,1,Grid1,200
HYPP04,HYPP04,HYPP04,2019:12:25 20:24:35,25/12/2019,0.850405093,Black Backed Jackal,No,0-0.2,6.5,1,Grid1,200
HYPP04,HYPP04,HYPP04,2019:12:25 20:24:36,25/12/2019,0.850416667,Black Backed Jackal,No,0-0.2,5.5,1,Grid1,200
HYPP14,HYPP14,HYPP14,2019:12:29 23:04:18,29/12/2019,0.961319444,Black Backed Jackal,No,0-0.2,11,1,Grid1,200
HYPP14,HYPP14,HYPP14,2019:12:29 23:04:19,29/12/2019,0.961331019,Black Backed Jackal,No,0-0.2,11,1,Grid1,200
HYPP14,HYPP14,HYPP14,2019:12:29 23:04:20,29/12/2019,0.961342593,Black Backed Jackal,No,0-0.2,11,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:25 02:11:55,25/12/2019,0.091608796,Black Backed Jackal,No,0.2-0.4,6.5,1,Grid1,200
HYPP17,HYPP17,HYPP17,2019:12:25 02:11:56,25/12/2019,0.09162037,Black Backed Jackal,No,0-0.2,8,1,Grid1,200
HYPP20,HYPP20,HYPP20,2020:01:02 05:51:09,02/01/2020,0.243854167,Black Backed Jackal,Yes,0-0.2,13,1,Grid1,200
HYPP20,HYPP20,HYPP20,2020:01:02 05:51:10,02/01/2020,0.243865741,Black Backed Jackal,No,0.2-0.4,12,1,Grid1,200
HYPP20,HYPP20,HYPP20,2020:01:02 05:51:11,02/01/2020,0.243877315,Black Backed Jackal,No,0.4-0.6,11,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:30 04:19:26,30/12/2019,0.180162037,Black Backed Jackal,No,0-0.2,6,1,Grid1,200
TAPP01,TAPP01,TAPP01,2019:12:30 04:19:27,30/12/2019,0.180173611,Black Backed Jackal,No,0-0.2,8,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:27 05:12:26,27/12/2019,0.216967593,Black Backed Jackal,No,0.2-0.4,8,1,Grid1,200
TAPP02,TAPP02,TAPP02,2019:12:27 05:12:27,27/12/2019,0.216979167,Black Backed Jackal,No,0.8-1,15,1,Grid1,200
TAPP02,TAPP02,TAPP02,2020:01:03 23:22:13,03/01/2020,0.973761574,African Civet,Yes,0.2-0.4,12,1,Grid1,200
TAPP02,TAPP02,TAPP02,2020:01:03 23:22:14,03/01/2020,0.973773148,African Civet,No,0.2-0.4,12,1,Grid1,200
TAPP02,TAPP02,TAPP02,2020:01:03 23:22:15,03/01/2020,0.973784722,African Civet,No,0.4-0.6,12,1,Grid1,200
TAPP02,TAPP02,TAPP02,2020:01:05 23:07:45,05/01/2020,0.963715278,Black Backed Jackal,No,0.4-0.6,4,1,Grid1,200
TAPP02,TAPP02,TAPP02,2020:01:05 23:07:46,05/01/2020,0.963726852,Black Backed Jackal,No,0.2-0.4,3,1,Grid1,200
TAPP02,TAPP02,TAPP02,2020:01:05 23:07:52,05/01/2020,0.963796296,Black Backed Jackal,No,0.4-0.6,2,1,Grid1,200
TAPP02,TAPP02,TAPP02,2020:01:05 23:07:53,05/01/2020,0.96380787,Black Backed Jackal,No,0.4-0.6,2,1,Grid1,200
TAPP02,TAPP02,TAPP02,2020:01:05 23:07:54,05/01/2020,0.963819444,Black Backed Jackal,No,0.4-0.6,2,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:26 01:52:54,26/12/2019,0.078402778,Black Backed Jackal,Yes,0.4-0.6,6,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:26 01:52:55,26/12/2019,0.078414352,Black Backed Jackal,No,0-0.2,6,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:26 01:52:56,26/12/2019,0.078425926,Black Backed Jackal,No,0.2-0.4,6,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:31 05:33:39,31/12/2019,0.231701389,Black Backed Jackal,No,0-0.2,7.5,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:31 05:33:40,31/12/2019,0.231712963,Black Backed Jackal,No,0.2-0.4,10,1,Grid1,200
TAPP03,TAPP03,TAPP03,2019:12:31 05:33:41,31/12/2019,0.231724537,Black Backed Jackal,No,0.6-0.8,15,1,Grid1,200
GKPP30,GKPP30,GKPP30,2020:01:25 23:42:04,25/01/2020,0.987546296,Black Backed Jackal,No,0-0.2,11,1,Grid2,200
GKPP30,GKPP30,GKPP30,2020:01:25 23:42:05,25/01/2020,0.98755787,Black Backed Jackal,No,0-0.2,11,1,Grid2,200
GKPP38,GKPP38,GKPP38,2020:01:23 06:54:26,23/01/2020,0.287800926,Black Backed Jackal,No,0.8-1,3,1,Grid2,200
GKPP38,GKPP38,GKPP38,2020:01:23 06:54:27,23/01/2020,0.2878125,Black Backed Jackal,No,0.8-1,3,1,Grid2,200
GKPP38,GKPP38,GKPP38,2020:01:23 06:54:28,23/01/2020,0.287824074,Black Backed Jackal,No,0.6-0.8,3,1,Grid2,200
GKPP38,GKPP38,GKPP38,2020:01:23 06:54:29,23/01/2020,0.287835648,Black Backed Jackal,No,0.2-0.4,3,1,Grid2,200
GKPP38,GKPP38,GKPP38,2020:01:23 06:54:30,23/01/2020,0.287847222,Black Backed Jackal,No,0.2-0.4,3,1,Grid2,200
GKPP38,GKPP38,GKPP38,2020:01:23 06:54:31,23/01/2020,0.287858796,Black Backed Jackal,No,0.2-0.4,3,1,Grid2,200
GKPP38,GKPP38,GKPP38,2020:01:23 06:54:33,23/01/2020,0.287881944,Black Backed Jackal,No,0.8-1,3,1,Grid2,200
GKPP39,GKPP39,GKPP39,2020:01:25 05:26:32,25/01/2020,0.226759259,Black Backed Jackal,No,0-0.2,26+,1,Grid2,200
GKPP39,GKPP39,GKPP39,2020:01:25 05:26:33,25/01/2020,0.226770833,Black Backed Jackal,No,0.2-0.4,26+,1,Grid2,200
GKPP39,GKPP39,GKPP39,2020:01:25 05:26:34,25/01/2020,0.226782407,Black Backed Jackal,No,0.2-0.4,26+,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:23 19:53:16,23/01/2020,0.828657407,African Civet,Yes,0.8-1,7,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:23 19:53:17,23/01/2020,0.828668981,African Civet,No,0.8-1,7,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:24 03:18:09,24/01/2020,0.137604167,African Civet,No,0.2-0.4,6,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:24 03:18:10,24/01/2020,0.137615741,African Civet,No,0.2-0.4,6,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:24 03:18:21,24/01/2020,0.137743056,African Civet,No,0.8-1,6,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:24 03:18:22,24/01/2020,0.13775463,African Civet,No,0.8-1,6,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:26 00:04:14,26/01/2020,0.002939815,Black Backed Jackal,No,0.6-0.8,4.5,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:26 00:04:15,26/01/2020,0.002951389,Black Backed Jackal,No,0.8-1,4.5,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:26 00:04:24,26/01/2020,0.003055556,Black Backed Jackal,No,0.4-0.6,5.5,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:26 00:04:25,26/01/2020,0.00306713,Black Backed Jackal,No,0-0.2,5.5,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:26 00:04:26,26/01/2020,0.003078704,Black Backed Jackal,No,0.4-0.6,6,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:27 22:04:56,27/01/2020,0.920092593,Black Backed Jackal,No,0.2-0.4,5.5,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:01:27 22:04:57,27/01/2020,0.920104167,Black Backed Jackal,No,0.2-0.4,5.5,1,Grid2,200
HYPP26,HYPP26,HYPP26,2020:02:01 22:59:24,01/02/2020,0.957916667,Black Backed Jackal,No,0.2-0.4,5.5,1,Grid2,200
