GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1299656311	2021-12-21 08:16:36.813476	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock SP	L1431929	H	41.8117549	-71.1063090	2021-12-20	11:33:00	obsr314690	S99186853	Traveling	P22	EBIRD	104	0.161		3	1	G7564187	1	1	1			Wow. Continuing in the area, finally relocated here by others after flying around all over the place this morning. Perched in a tree across the river with BAEA, which were substantially smaller. Huge yellow bill, white tail, wings with distinctive white front edge. Took off just before 1pm, was briefly persecuted by a raven, and circled high up and off to the NW-ish	
URN:CornellLabOfOrnithology:EBIRD:OBS1299777682	2021-12-20 18:57:02.285553	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock SP	L1431929	H	41.8117549	-71.1063090	2021-12-20	13:00:00	obsr326250	S99196971	Stationary	P21	EBIRD	45			1	1		1	1	1		Observed rarity Steller Eagle with many birders	Rarity found yesterday and rebound today and seen by many, large brown and white eagle with large beak, photo - thanks to everyone who got the word out!	
URN:CornellLabOfOrnithology:EBIRD:OBS1299734021	2021-12-20 18:57:02.285553	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Shaw's Boat Yard	L17154510	P	41.8159191	-71.1148831	2021-12-20	12:40:00	obsr1729769	S99193245	Stationary	P21	EBIRD	20			1	1		1	1	1		received permission to access private property to view bird.	continuing bird, perched in tree alongside immature bald eagle. great views!!! what an incredible bird!	
URN:CornellLabOfOrnithology:EBIRD:OBS1309249877	2022-01-02 19:28:39.31645	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Shaw’s Boat Yard	L17154990	P	41.8154970	-71.1150610	2021-12-20	12:30:00	obsr60869	S99983365	Stationary	P21	EBIRD	30			3	1	G7638000	1	1	1			Truly Mega! Bald Eagles near it looked hawk sized.	
URN:CornellLabOfOrnithology:EBIRD:OBS1299615495	2021-12-20 18:57:02.285553	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock SP	L1431929	H	41.8117549	-71.1063090	2021-12-20	11:40:00	obsr182792	S99183004	Stationary	P21	EBIRD_MA	20			1	1		1	1	1			Seen with many other birders	
URN:CornellLabOfOrnithology:EBIRD:OBS1342168070	2022-02-14 18:19:29.154707	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock SP	L1431929	H	41.8117549	-71.1063090	2021-12-20	11:41:00	obsr127404	S102649073	Traveling	P22	EBIRD	57	0.161		20	0		0	1	1			***MEGA, seen by hundreds. Photographed and video recorded. What a bird.	
URN:CornellLabOfOrnithology:EBIRD:OBS1299851014	2021-12-22 08:53:18.813488	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005					Mallard Point	L17150946	H	41.7726055	-71.1205563	2021-12-20	08:24:00	obsr131741	S99202934	Stationary	P21	EBIRD	110			1	1		1	1	1			*****MEGA. Adult Steller’s Sea-Eagle. This is no doubt the same bird which flew over the ice-free north and became trapped in the Atlantic, first seen in July in Quebec. Later seen in Nova Scotia. Unmistakable, with enormous yellow-orange bill, white wing patch and wedge-shaped white tail, with white extending well onto the rump. This bird, second view of the day was still rather distant. When it flew we relocated it and got better views.	
URN:CornellLabOfOrnithology:EBIRD:OBS1299845480	2022-01-13 12:37:59.073692	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Westcott Island--Cliff Dr private beach, Assonet Bay	L17156075	P	41.7989610	-71.0898550	2021-12-20	10:33:00	obsr34603	S99202120	Stationary	P21	EBIRD	57			25	1	G7562656	1	1	1		Today's saga began for me at 6:58 am when Jonathan Eckerson called to report that he had just seen the Steller's from the Somerset Boat Ramp area. I was ready for this moment, having been up late helping to vet the reports from Sunday and helping to plan for this inevitability of the bird's rediscovery--I knew the four Eckerson brothers, who bird this stretch of river more than anyone and know every nook, cranny, and viewpoint, would refind this bird if it was available to be refound.----I briefly considered whether this was a drop everything, throw home life into turmoil, and jump in the car scenario or whether I should start packing bags, making breakfast, cleaning up after my dog (gross!), packing cold-weather-gear for my four-year-old, and laying the groundwork for a long day to enjoy the eagle while remaining in good graces at home. Despite my disastrous decisions on Bristol County's other bird twitch of 2021 (the Heermann's Gull), I opted for the smart play here and got out the door a bit slower but with the full support of the team at home. I rolled straight into Mallard Point, where the eagle had been sitting in a tall White Pine on the horizon no less than 1.4 mi distant to the NE. It was so distant that when I peeked in Jeremiah's scope upon arrival, it took me 8-10 sec to spot the bird, even though it was silhouetted in one of the pines on the horizon! Even in those views, it was distinctive though, showing broad white shoulders, a dark head, a white tail, and a huge, yellow bill. It was perhaps even farther than my views in South Korea though!----As Min's patience waned, and Min started to wear on the patience of the birders, we departed back to the car for a snack and a reassessment. The bird was not getting any closer...and if it did, the dozens of watchers would alert us. We opted to try to find a better vantage. It took 20 minutes to drive around and when I did, I ended up on the wrong side of the Taunton River still, checking from Bayview Ave. instead of the Stop n' Shop Distribution Center, where it was actually perched. Recalibrating with JRT, I started heading for the SnS zone, even though he had yet to find a vantage that improved significantly on the views from Mallard Point. As I was en route though, texts started popping that it flew north, and I immediately redirected towards Assonet Bay...my best decision of the day. ----I went straight to the area of the Cliff Ave. private beach on Wescott Island (which residents gave permission to use today and in the off season). I arrived and had a good view of the bay and began systematically checking the trees on the far side and scanning the air for flying eagles. By this point, I had spoken with Andy Eckerson who told me the bird had flown low directly up the river towards Assonet Bay, so I felt I was in the right area. But a couple minutes of searching revealed nothing. I knew JRT had been watching it too, so called him as I continued to cruise and scan the trees. He had less of a sense for where it had gone than Andy Eckerson, but just 20-30 sec into speaking to him he said "I see it" and then I heard him fire 10-15 photos. I was freaking out. I had a sense that he was looking towards me, but our views were different. He checked a mpa. Told me where. It was perched on the left edge of Shoves Neck--exactly where I had been scanning. What was wrong with me? Could he have his nearings wrong? Could I? We compared landmarks, although I did not know where he was and he didn't know where I was. I referenced the marsh with red cedars on the left side...but he couldn't see that. His description made no sense to me. I waffled back and forth and we finally sent pins and map screengrabs back and forth. He clarified where it was, I calmed down and did a more careful scan looking through the trees instead of just in the openings, and spotted it quickly right where he had said all along: on the left edge of Shoves Neck, perched high but not too high. Boom. Scope. Amazing. Steller's point blank (almost...Google says 621m or 2038 ft) in Mass. Min stayed in the car for a bit while I enjoyed this bird totally by myself. At one moment I stopped. It was calling. I was getting out of car and heard the yelping call coming from direction of perched eagle and did not recognize it (but did not think it sounded even a little bit like the wimpy Bald Eagle call), but immediately deduced that it was no bird sound that I knew, and was loud, and therefore must be the Steller's. I started recording just in time and looked through the scope just in time to hear it call again--and see it call again as it opened its beak in time with the sound--just as an immature Bald Eagle flew right to left in the field of view. More than any other moment today (which was incredible) this one will live in my memory. A *calling* Steller's Sea-Eagle in Mass.----I reveled in that for a minute or so, and then started stressing about getting others there. Made a few calls, sent a few pins, and then J&J (&J) rolled up. We had amazing scope looks together for another ten minutes, in near silence (though Min became ever more rambunctious, understandably). The eagle called a few more times. I mostly failed to get more recordings. We had a few holy sh&* moments of just reveling in this bird in this place. I chatted to a local landowner to prepare him for the coming onslaught of birder vehicles. And then it arrived. Cars started rolling in. Liam Waters got it, thankfully, since I heard he had just missed it flying off its perch. Others followed fast on its heels. Min was out and scampering as cars rolled in too fast (understandably, but still). It started calling again. We all tried to record it, as more people started chattering. Justin Lawson rolled in and chatted instead of parking while I was trying to record. A vanload with Connecticut Audubon emblazoned on the side rolled in. The bird dropped lower in the tree and was less visible. People were parking on both sides, nearly blocking the street. I got out of there and went to the private beach, where it was again quiet, the bird was easily scopable if a few meters more distant, and Min and Juniper could run out their energy. Then I looked and the huge yellow bill was missing. Had it flown? Yes...flying dead away. I got it in the scope and called it out to J as it passed over the treeline and dropped away. Flying away it was truly massive and showed the broad white shoulders impressively.  It seemed to be headed straight to Shaws Boat Yard/Dighton Rock SP. More people rolled up and came down to us, only to have us say it had just flown and that they should check the other side of the river. Eventually the crowds heeded and relocated, but many only did so when word came that the bird had been actually relocated. No idea why twitchers rarely go look and just wait to go twitch. But so it was.----We piled back in: J&J and I were the first to arrive and last to leave. Another birder asked to follow me. No problem. I left Min's balance bike (thankfully recovered: thanks JPE!). Off to Dighton Creek SP, where there were 80 cars and counting, with new cars arriving every minute for the next 90. Insanity. Perfect viewing. Birding bliss for all who arrived except for those that arrived too late (sorry TBJ). Many referred to it as an amazing reunion for all regional New England birders: hard to imagine a better occasion for this.	***mega; pure insanity. I am no fan of emojis in eBird comments, but the only words here are &#x1f92f;----Epic day: if you had told me yesterday that I'd be getting audio recordings of Steller's Sea-Eagle vocalizing in Dighton, Mass, I am not sure I ever could have believed it...even though many of us have joked about the Maritimes Steller's making its way south to *our* patch, you never really expect it to actually be 40 minutes from *your* house! Especially gratifying day because my fears about an issue with residents, or police, or something else seemed largely unfounded, especially once the bird was found across the river from Dighton Creek SP, with ample parking for many dozens of cars and giving everyone (and their grandmother) the opportunity to observe the bird safely through scopes, which gave excellent looks at a safe distance, with no need to encroach upon the bird for closer looks or regret how distant these looks were. Better than I could have dreamed!----This adult Steller's does seem individually identifiable, from its pattern of white in the coverts and even primaries. There are not lots of flight shots from today, and more legwork is probably required to firmly establish the same bird theory. But on probability (no evidence for more than one adult Steller's outside of Alaska over the past two years) and early checks of feather details on flight shots, this bird seems to check out as the same as seen in Quebec, New Brunswick, Nova Scotia in June-Nov 2021 and Denali Highway in 2020 (Texas in Mar 2021 also presumed same bird, but maybe not probably so). Watch for more analysis of this bird's movements.----Also worth saying: if raptor vagrancy was not embraced in prior decades, perhaps it can be now. Multiple individual raptors have now turned up far from home range and through individually identifiable plumage features, or tags/bands, have been confirmed to be the same birds moving massive distances (e.g., South Padre Island--&gt;Portland Maine for Great Black-Hawk, Zone-tailed from Nova Scotia to Virginia and almost every state/province in between, tagged California Condors roaming to Wyoming, Bearded Vultures wandering all of Europe including the UK, etc.). Raptors seem to just go on walkabout sometimes: it’s in their nature. Ongoing patterns of terrestrial vagrancy in raptors shows great capability of exploratory wandering, so northerly Short-tailed Hawks, Crested Caracaras, and even wayward Gray Hawks and Zone-taileds, are now seemingly routine as these birds get photographed more and correctly identified more. And large raptors can cover a lot of ground. What's next? Lesser Yellow-headed Vulture or White Hawk in the US? Confidence that Red-backed Hawk records are legit? Anyway, count me as a believer that a Steller's that decides to wander, can wander, especially once it makes landfall in mainland western Alaska.----For chasers on 21 Dec, we wish you the best. This bird's departure to the north was a bit unnerving: it could have left the area. On the plus side, it could have done an exploration and will return to its favorite haunts that it has worked for the past week. Photos from 12 Dec and 17 Dec seemed to be exactly at Dighton Rock SP...or nearby. So maybe it really likes the area, as do a dozen+ Bald Eagles. FYI, not a single serious birder knew about this bird before 19 Dec. The birding community jumped on it with vigor and not a single birder was secretive or unethical in how news spread thereafter. On the other hand, the initial news only broke because word leaked out gradually from the Massachusetts Department of Fish & Game. That leak was intentionally slow: the intention from the state agency was to *not* share this bird...and this was apparently partly because of past bad photographer (and birder?) behavior and reputation as other birds, like Snowy and Long-eared Owls. Warranted? Or not? You be the judge.----But once this reached the birding world, a number of people went above and beyond to veri	
URN:CornellLabOfOrnithology:EBIRD:OBS1300220826	2021-12-21 14:36:37.073839	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock State Park, Berkley US-MA 41.81282, -71.11022	L17160406	P	41.8128200	-71.1102220	2021-12-20	12:11:00	obsr179617	S99228197	Stationary	P21	EBIRD	90			1	1		0	1	1			Seen by many birders. Saw when perched in tree seeing bill, wings, tail.	
URN:CornellLabOfOrnithology:EBIRD:OBS1299665526	2021-12-20 18:59:37.143826	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock SP	L1431929	H	41.8117549	-71.1063090	2021-12-20	11:45:00	obsr589431	S99187111	Stationary	P21	EBIRD	35			5	1	G7561021	1	1	1			Photos. Now the provenance question begins	
URN:CornellLabOfOrnithology:EBIRD:OBS1299741066	2021-12-24 17:14:27.632009	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock State Park	L17154523	P	41.8122365	-71.1104696	2021-12-20	11:55:00	obsr444650	S99193904	Stationary	P21	EBIRD	15			300	1		1	1	1		35 deg. F; mostly sunny;	Reported by Joel Eckerson and Liam Waters and others this AM; poor (scope) photo provided. Large orange bill clearly seen while perched in tree west of the Taunton River; white leading edge of the wings visible during flight.	
URN:CornellLabOfOrnithology:EBIRD:OBS1309179965	2022-01-03 06:35:23.661106	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock SP	L1431929	H	41.8117549	-71.1063090	2021-12-20	11:30:00	obsr355985	S99978881	Stationary	P21	EBIRD	30			2	0		0	1	1			Rarity, seen by hundreds of birders simultaneously. Enormous eagle with white wing patches and huge chunky orange-yellow bill. perched next to bald eagles and absolutely dwarfed them. Seen from the overlook near the parking lot at the state park, across the water.	
URN:CornellLabOfOrnithology:EBIRD:OBS1300457355	2021-12-21 18:45:39.996292	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005					Mallard Point	L17150946	H	41.7726055	-71.1205563	2021-12-20	09:01:00	obsr34603	S99248950	Traveling	P22	EBIRD	28	0.565		1	1		0	1	1		Did not focus on much beyond the distant eagle and some hellos. Min was with me and got hungry, which prompted us to try to find it closer—which was successful and amazing! See next list.	***mega; see subsequent list for notes; incredibly distant bird 1.4mi away in top of tall pine. Huge thanks to Jonathan Eckerson and his brothers for relocating this bird early in the day, getting the word out, and tracking its every movement for other birders. Well done!	
URN:CornellLabOfOrnithology:EBIRD:OBS1300375645	2021-12-26 14:21:59.521044	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock SP	L1431929	H	41.8117549	-71.1063090	2021-12-20	11:40:00	obsr192631	S99242006	Stationary	P21	EBIRD	165			1	0		1	1	1			Staggeringly rare. This bird was observed by some people from the vicinity of Mallard Point (Somerset) earlier in the day and then at Assonet Bay (Freetown).  Subsequently, it was observed by many people from Dighton Rock State Park (Berkley) while it was perched across the Taunton River just north of Shaw's Boat Yard (Dighton).  Photos.	
URN:CornellLabOfOrnithology:EBIRD:OBS1299712784	2021-12-20 18:59:37.143826	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock SP	L1431929	H	41.8117549	-71.1063090	2021-12-20	12:40:00	obsr442602	S99192105	Traveling	P22	EBIRD	150	0.676		1	1		1	1	1			Reported earlier.  Photos.  Unbelievable.   Many observers.	
URN:CornellLabOfOrnithology:EBIRD:OBS1299612842	2021-12-20 18:59:37.143826	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005					Mallard Point	L17150946	H	41.7726055	-71.1205563	2021-12-20	10:03:00	obsr520807	S99182816	Stationary	P21	EBIRD	41			2	1	G7560874	0	1	1			Photos	
URN:CornellLabOfOrnithology:EBIRD:OBS1299621411	2021-12-21 07:08:59.033683	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock SP	L1431929	H	41.8117549	-71.1063090	2021-12-20	11:37:00	obsr109866	S99183644	Traveling	P22	EBIRD_ME	39	0.080		4	1	G7560699	1	1	1			Incredible. Perched with Bald Eagles on tree across river, near marina.	
URN:CornellLabOfOrnithology:EBIRD:OBS1299802467	2021-12-22 09:54:32.678923	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					United States	US	Massachusetts	US-MA	Bristol	US-MA-005		30			Dighton Rock SP	L1431929	H	41.8117549	-71.1063090	2021-12-20	12:19:00	obsr172133	S99200115	Traveling	P22	EBIRD	32	0.367		2	1	G7570076	1	1	1		Thanks to everyone who kept the group informed on the GroupMe Mass bird alert!!!	Mega******* !! A most  amazing raptor! traveling from Alaska to Nova Scotia and now Massachusetts!!  (possible detour to Texas?)  when we viewed there was a juvenile Bald Eagle perched nearby for comparison. (The Bald looked small and insecure) We Arrived to find at least 50 to 70 birders all viewing the Eagle across the river. A bit distant though great scope views. The weather was perfect. Clear, calm wind, 30f.	
