Scientific_Name,Sample_Day,Sample_Month,Sample_Year,Data_Collector,Transect,Unit,Quadrat,quadrat_size_m,cover_method,cover_value,C1994,C2016,native2016,duration2016,physiognomy2016
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q14,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q09,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q12,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q02,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q03,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q13,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q01,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q02,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q07,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q08,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q15,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q10,1.0,presence_absence,0,0,0,native,perennial,forb
Achillea millefolium,5,8,2013,M.Jones,P08,W_Heinkel,Q11,1.0,presence_absence,0,0,0,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q15,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q03,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q05,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q06,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q04,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q12,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q07,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q02,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q14,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q09,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q10,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q08,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q01,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q13,1.0,presence_absence,0,5,5,native,perennial,forb
Agastache nepetoides,5,8,2013,M.Jones,P08,W_Heinkel,Q11,1.0,presence_absence,0,5,5,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q05,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q15,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q04,1.0,presence_absence,1,,3,native,perennial,forb
Ageratina altissima,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q07,1.0,presence_absence,1,,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q07,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q03,1.0,presence_absence,1,,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q14,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q13,1.0,presence_absence,0,4,3,native,perennial,forb
Ageratina altissima,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q15,1.0,presence_absence,1,,3,native,perennial,forb
Ageratina altissima,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q05,1.0,presence_absence,1,,3,native,perennial,forb
Ageratina altissima,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q12,1.0,presence_absence,1,,3,native,perennial,forb
Ageratina altissima,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q01,1.0,presence_absence,1,,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q02,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q04,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q12,1.0,presence_absence,0,4,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q06,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q08,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q03,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q02,1.0,presence_absence,1,,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q09,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q09,1.0,presence_absence,1,,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q01,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q06,1.0,presence_absence,1,,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q10,1.0,presence_absence,1,4,3,native,perennial,forb
Ageratina altissima,5,8,2013,M.Jones,P08,W_Heinkel,Q11,1.0,presence_absence,0,4,3,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q12,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q07,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q02,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q08,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q03,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q04,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q11,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q05,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q13,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q10,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q15,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q09,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q14,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q01,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia gryposepala,5,8,2013,M.Jones,P08,W_Heinkel,Q06,1.0,presence_absence,0,2,2,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q08,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q15,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q11,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q13,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q14,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q03,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q04,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q10,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q02,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q01,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q07,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q09,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q12,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q06,1.0,presence_absence,0,5,6,native,perennial,forb
Agrimonia pubescens,5,8,2013,M.Jones,P08,W_Heinkel,Q05,1.0,presence_absence,0,5,6,native,perennial,forb
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q14,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q04,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q11,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q15,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q03,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q13,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q12,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q10,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q08,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q02,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q09,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q06,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q07,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q05,1.0,presence_absence,0,1,3,native,perennial,grass
Agrostis hyemalis,5,8,2013,M.Jones,P08,W_Heinkel,Q01,1.0,presence_absence,0,1,3,native,perennial,grass
Alliaria petiolata,5,8,1996,"G.Wilhelm,L.Masters",P08,W_Heinkel,Q01,1.0,daubenmire,2,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q05,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q07,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q10,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q08,1.0,presence_absence,0,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q15,1.0,presence_absence,0,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q09,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q11,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,1996,"G.Wilhelm,L.Masters",P08,W_Heinkel,Q02,1.0,daubenmire,2,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q14,1.0,presence_absence,0,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q12,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q06,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q13,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q14,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q03,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q07,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q04,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q09,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q02,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q02,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q10,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q12,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q11,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q13,1.0,presence_absence,0,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2013,M.Jones,P08,W_Heinkel,Q01,1.0,presence_absence,1,0,0,non-native,biennial,forb
Alliaria petiolata,5,8,2003,"M.Jones,B.Kleiman",P08,W_Heinkel,Q01,1.0,presence_absence,1,0,0,non-native,biennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q10,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q13,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q12,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q15,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q04,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q03,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q08,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q14,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q11,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q05,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q06,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q02,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q01,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q07,1.0,presence_absence,0,7,7,native,perennial,forb
Allium cernuum,5,8,2013,M.Jones,P08,W_Heinkel,Q09,1.0,presence_absence,0,7,7,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q01,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q07,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q13,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q06,1.0,presence_absence,1,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q11,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q05,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q08,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q14,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q04,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q02,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q15,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q09,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q10,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q12,1.0,presence_absence,0,,9,native,perennial,forb
Allium tricoccum,5,8,2013,M.Jones,P08,W_Heinkel,Q03,1.0,presence_absence,0,,9,native,perennial,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q11,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q04,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q05,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q14,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q09,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q15,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q02,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q03,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q10,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q13,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q07,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q08,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q01,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q06,1.0,presence_absence,0,,0,native,annual,forb
Ambrosia artemisiifolia,5,8,2013,M.Jones,P08,W_Heinkel,Q12,1.0,presence_absence,0,,0,native,annual,forb
