"","respond_id","consent","age18","attempt_us","attempt_ca","gas_cost_new","airfare_cost_new","meal_cost_new","lodging_cost_new","age","gender","gender_other","race","marital_status","marital_status_other","employment_status","date_text","location_attempt","home_zip","minutes_observed","accomodation_location","carpool","carpool_count","overnight","overnight_count","hourly_wage","years_birding","how_many_other_birders_1","how_many_other_birders_2","how_many_other_birders_3","location_attempt_sep","respond_id_count","attempt_lat","attempt_lng","home_lat","home_lng","travel_time_sec","travel_dist_meter","ebird","twitter","donation5","donation25","donation50","donation75","donation100","donation200","highest_education","automobile_operating_cost","opp_cost_time","total_travel_cost","total_travel_cost_time"
"26",13289302167,"I agree, start questionnaire","Yes","Yes","No",250,0,80,450,"45-54","Woman",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-16-2022","Boothbay Harbor, Maine","19072",2000,"Edgecomb, Maine, USA","Yes",2,"Yes",3,NA,10,50,"170",NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,40.02,-75.26,27399,757689,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Doctoral degree or equivalent",5.9980584254682,125.272420340201,785.998058425468,911.27047876567
"27",13289314613,"I agree, start questionnaire","Yes","Yes","No",140,0,140,200,"55-64","Man",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-22-2022","4558","08826",45,"4011","Yes",4,"Yes",2,"100",6,60,"200",NA,"04558",1,43.9,-69.53,40.71,-74.9,25654,718386,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Master's degree or equivalent",5.6869259023668,117.294013336528,485.686925902367,602.980939238895
"28",13289372681,"I agree, start questionnaire","Yes","Yes","No",10,0,30,0,"35-44","Man",NA,"Multiracial or Biracial","Married",NA,"Employed - full time","Dec-31-2021","4548","04901",120,NA,"Yes",2,"No",NA,"40",14,100,NA,NA,"04548",1,43.82,-69.74,44.6,-69.6,4428,115223,"Yes","Yes","No","No","No","No","No","No","Doctoral degree or equivalent",0.9121345115974,20.2454935313848,40.9121345115974,61.1576280429822
"29",13289373410,"I agree, start questionnaire","Yes","Yes","No",20,0,40,0,"25-34","Woman",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-16-2022","Boothbay Harbor, Maine","04252",45,NA,"Yes",2,"No",0,"22",0,50,"50",NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.03,-70.06,3696,67947,"No","Yes","Yes","Yes","Yes","Yes","Yes","No","Bachelor's degree or equivalent",0.5378856969486,16.8986775275515,60.5378856969486,77.4365632245001
"30",13289385805,"I agree, start questionnaire","Yes","Yes","No",100,0,50,120,"18-24","Man",NA,"White or Caucasian","Single",NA,"Employed - part time","Jan-00-1900","Boothbay Harbor, Maine","02360",200,"Boothbay Harbor, Maine, USA","No",0,"Yes",1,"20",2,50,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.9,-70.6,13216,341019,"No","No","Yes","Yes","No","No","No","No","Other (please specify)",2.6995929546222,60.4255741894266,272.699592954622,333.125167144049
"31",13289425903,"I agree, start questionnaire","Yes","Yes","No",50,0,50,0,"35-44","Man",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-01-2022","Georgetown, Maine","02139",60,NA,"No",0,"No",0,"45",8,200,"25","200","Georgetown, Maine, USA",1,44.6353544,-67.8258338,42.36,-71.1,17743,478990,"Yes","Yes","Yes","Yes","No","No","No","No","Bachelor's degree or equivalent",3.791806407662,81.1237108688708,103.791806407662,184.915517276533
"32",13289426456,"I agree, start questionnaire","Yes","Yes","No",300,0,100,130,"65+","Woman",NA,"White or Caucasian","Married",NA,"Retired","Jan-16-2022","Boothbay Harbor, Maine","49103",20,"Brunswick, Maine, USA","Yes",2,"Yes",1,NA,33,150,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.95,-86.37,58663,1723976,"No","No","Yes","Yes","Yes","No","No","No","Master's degree or equivalent",13.6474315611088,268.216212066762,543.647431561109,811.863643627871
"33",13289438069,"I agree, start questionnaire","Yes","Yes","No",150,0,400,300,"45-54","Woman",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-22-2022","New Harbor, Maine","01027",3,"4102","No",1,"Yes",2,"30",40,200,NA,NA,"New Harbor, Maine, USA",1,43.8742496,-69.4919912,42.3,-72.7,15893,427312,"No","Yes","Yes","Yes","Yes","No","No","No","Bachelor's degree or equivalent",3.3827102437856,72.6652277990736,853.382710243786,926.047938042859
"34",13289449420,"I agree, start questionnaire","Yes","Yes","No",90,0,75,0,"35-44","Man",NA,"White or Caucasian","Single",NA,"Employed - part time","Jan-12-2022","Boothbay Harbor, Maine","49643",180,NA,"No",0,"Yes",3,"15",30,200,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,44.6,-85.8,58657,1703400,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Bachelor's degree or equivalent",13.48454672292,268.188779148698,178.48454672292,446.673325871618
"35",13289460370,"I agree, start questionnaire","Yes","Yes","No",50,0,0,0,"35-44","Man",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-00-1900","Freetown, Massachusetts","01742",240,NA,"No",0,"No",0,"Na",9,12,NA,NA,"Freetown, Massachusetts, USA",1,41.7738949,-71.0913231,42.46,-71.36,3541,94529,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Master's degree or equivalent",0.7483155554602,16.1899938108928,50.7483155554602,66.938309366353
"36",13289470247,"I agree, start questionnaire","Yes","Yes","No",60,200,200,350,"45-54","Woman",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-08-2022","Boothbay Harbor, Maine","49103",15,"4578","Yes",2,"Yes",3,"20",15,30,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.95,-86.37,58663,1723976,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Bachelor's degree or equivalent",13.6474315611088,268.216212066762,823.647431561109,1091.86364362787
"37",13289479377,"I agree, start questionnaire","Yes","Yes","No",60,0,20,0,"25-34","Woman",NA,"Multiracial or Biracial","Single",NA,"Employed - full time","Jan-22-2022","Bristol, Maine","06375",120,"4530","No",0,"Yes",1,"27",20,150,NA,NA,"Bristol, Maine, USA",1,43.6364757,-70.3124515,41.4,-72.14,11368,332626,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Bachelor's degree or equivalent",2.6331518364788,51.9762354256508,82.6331518364788,134.60938726213
"38",13289489563,"I agree, start questionnaire","Yes","Yes","No",135,0,60,70,"25-34","Man",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-08-2022","Boothbay Harbor, Maine","10025",100,"Freeport, Maine, USA","Yes",0,"Yes",1,"25",29,75,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,40.8,-73.97,21390,587582,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Master's degree or equivalent",4.6514482403116,97.7983528988979,269.651448240312,367.44980113921
"39",13289494795,"I agree, start questionnaire","Yes","Yes","No",100,185,100,300,"25-34","Man",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-16-2022","4544","21217",150,"4538","No",0,"Yes",2,"52",0.75,125,NA,NA,"04544",1,43.84,-69.59,39.31,-76.64,32369,908477,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Master's degree or equivalent",7.1917345034626,147.996020803386,692.191734503463,840.187755306849
"40",13289518637,"I agree, start questionnaire","Yes","Yes","No",150,0,200,0,"25-34","Man",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-08-2022","Boothbay Harbor, Maine","08210",75,"4860","Yes",4,"Yes",3,"30",25,70,"50",NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,39.1,-74.8,29067,824205,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Bachelor's degree or equivalent",6.524615963229,132.898771562051,356.524615963229,489.42338752528
"41",13289536431,"I agree, start questionnaire","Yes","Yes","No",80,0,60,90,"65+","Man",NA,"White or Caucasian","Married",NA,"Retired","Jan-00-1900","02715; 02725; 04548","01510",0,"4011","No",0,"Yes",1,NA,10,200,"200","200","02715",3,41.82,-71.15,42.41,-71.69,4385,97187,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Bachelor's degree or equivalent",0.7693569580606,20.0488909519246,718.254170590209,1274.48858941308
"42",13289536431,"I agree, start questionnaire","Yes","Yes","No",80,0,60,90,"65+","Man",NA,"White or Caucasian","Married",NA,"Retired","Jan-00-1900","02715; 02725; 04548","01510",0,"4011","No",0,"Yes",1,NA,10,200,"200","200","02725",3,NA,NA,42.41,-71.69,58648,1735972,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Bachelor's degree or equivalent",13.7423949416936,268.147629771602,718.254170590209,1274.48858941308
"43",13289536431,"I agree, start questionnaire","Yes","Yes","No",80,0,60,90,"65+","Man",NA,"White or Caucasian","Married",NA,"Retired","Jan-00-1900","02715; 02725; 04548","01510",0,"4011","No",0,"Yes",1,NA,10,200,"200","200","04548",3,NA,NA,42.41,-71.69,58624,1735975,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Bachelor's degree or equivalent",13.742418690455,268.037898099345,718.254170590209,1274.48858941308
"44",13289556712,"I agree, start questionnaire","Yes","Yes","No",40,450,300,450,"35-44","Woman",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-24-2022","4575","32073",600,"4538","No",0,"Yes",3,"30",2,25,"25","25","04575",1,43.849,-69.643,30.16,-81.75,71194,2116450,"Yes","No",NA,NA,NA,NA,NA,NA,"Bachelor's degree or equivalent",16.75435535501,325.509861443859,1256.75435535501,1582.26421679887
"45",13289562535,"I agree, start questionnaire","Yes","Yes","No",95,0,250,280,"25-34","Woman",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-22-2022","Bristol, Maine","06401",140,"Portsmouth, New Hampshire, USA; Boothbay Harbor, Maine, USA","Yes",2,"Yes",2,"22",3,300,NA,NA,"Bristol, Maine, USA",1,43.6364757,-70.3124515,41.34,-73.07,13373,385206,"Yes","No","Yes","Yes","No","No","No","No","Master's degree or equivalent",3.0493884612828,61.1434022121067,628.049388461283,689.192790673389
"46",13289568538,"I agree, start questionnaire","Yes","Yes","No",100,280,100,170,"25-34","Man",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-15-2022","Bath, Maine","19380",280,"Bath, Maine, USA","Yes",2,"Yes",3,"85",25,60,"400","100","Bath, Maine, USA",1,NA,NA,40,-75.6,44517,1298621,"Yes","No","Yes","Yes","No","No","No","No","Master's degree or equivalent",10.2802134260098,203.538535577384,660.28021342601,863.818749003394
"47",13289599999,"I agree, start questionnaire","Yes","Yes","No",0,230,150,170,"35-44","Woman",NA,"Hispanic or Latino","Single",NA,"Employed - full time","Jan-22-2022","Boothbay Harbor, Maine","30083",40,"Boothbay Harbor, Maine, USA; Townsend, MA","Yes",3,"Yes",3,"45",17,150,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,33.79,-84.2,68165,1970646,"Yes","No","Yes","Yes","Yes","No","No","No","Doctoral degree or equivalent",15.6001338859548,311.660809974445,565.600133885955,877.2609438604
"48",13289607520,"I agree, start questionnaire","Yes","Yes","No",80,0,150,215,"55-64","Man",NA,"White or Caucasian","Married",NA,"Employed - full time","Jan-14-2022","Boothbay Harbor, Maine","11218",25,"Boothbay Harbor, Maine, USA","No",0,"Yes",2,"75",6,40,"60",NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,40.65,-73.98,22536,605073,"Yes","Yes","Yes","Yes","No","No","No","No","Bachelor's degree or equivalent",4.7899114355274,103.038040249161,449.789911435527,552.827951684689
"49",13289611479,"I agree, start questionnaire","Yes","Yes","No",80,0,100,300,"65+","Woman",NA,"White or Caucasian","Single",NA,"Retired","Jan-23-2022","Maine","11375",107,"4556","No",0,"Yes",2,NA,20,60,NA,NA,"Maine, USA",1,45.8162859,-68.8593921,40.72,-73.85,29650,840493,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Master's degree or equivalent",6.6535559051234,135.56433676729,486.653555905123,622.217892672413
"50",13289673593,"I agree, start questionnaire","Yes","Yes","No",60,0,40,0,"18-24","Man",NA,"White or Caucasian","Single",NA,"Employed - full time","Dec-31-2021","4548","08724",120,"4103","Yes",3,"Yes",1,"16.5",7,400,"300",NA,"04548",1,43.82,-69.74,40.1,-74.11,23858,670833,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Bachelor's degree or equivalent",5.3104842854154,109.082426529308,105.310484285415,214.392910814724
"51",13289683593,"I agree, start questionnaire","Yes","Yes","No",30,0,100,0,"35-44","Man",NA,"White or Caucasian","Single",NA,"Employed - full time","Jan-21-2022","Boothbay Harbor, Maine","11226",80,"4860","Yes",4,"Yes",3,NA,25,60,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,40.65,-73.96,22852,606773,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Bachelor's degree or equivalent",4.8033690669874,104.482840600543,134.803369066987,239.28620966753
"52",13289708368,"I agree, start questionnaire","Yes","Yes","No",20,0,0,0,"35-44","Man",NA,"White or Caucasian","Single",NA,"Employed - full time","Dec-31-2021","Georgetown, Maine","04103",60,NA,"No",0,"No",0,"40",32,30,NA,NA,"Georgetown, Maine, USA",1,44.6353544,-67.8258338,43.69,-70.29,11669,303643,"Yes","Yes","Yes","Yes","No","No","No","No","Master's degree or equivalent",2.4037150525934,53.3524534818719,22.4037150525934,75.7561685344653
"53",13289715746,"I agree, start questionnaire","Yes","Yes","No",65,680,80,245,"65+","Man",NA,"White or Caucasian","Single",NA,"Retired","Jan-13-2022","Southport, Maine","48322",63,"4530","No",0,"Yes",5,NA,9,25,"120",NA,"Southport, Maine, USA",1,NA,NA,42.54,-83.38,40851,1231834,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Bachelor's degree or equivalent",9.7515105834692,186.777022640153,1079.75151058347,1266.52853322362
"54",13289724136,"I agree, start questionnaire","Yes","Yes","No",0,0,150,89,"55-64","Woman",NA,"White or Caucasian","Other","widow","Retired","Jan-13-2022","Boothbay Harbor, Maine","10562",45,"4011","Yes",3,"Yes",1,"0",12,40,"20",NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,41.19,-73.82,20178,551797,"Yes","No","Yes","Yes","Yes","No","No","No","Doctoral degree or equivalent",4.3681650980786,92.2569034499281,243.368165098079,335.625068548007
"55",13289725190,"I agree, start questionnaire","Yes","Yes","No",0,0,0,0,"65+","Woman",NA,"White or Caucasian","Married",NA,"Retired","Jan-22-2022","4554","04554",30,NA,"No",0,"No",NA,"0",65,200,NA,NA,"04554",1,43.87,-69.51,43.87,-69.51,0,0,"No","No","Yes","Yes","Yes","No","No","No","Other (please specify)",0,0,0,0
"56",13289735616,"I agree, start questionnaire","Yes","Yes","No",40,0,20,0,"25-34","Woman",NA,"White or Caucasian","Single",NA,"Student","Jan-15-2022","Boothbay Harbor, Maine","04468",180,NA,"No",0,"No",0,"11",8,70,NA,NA,"Boothbay Harbor, Maine, USA",1,43.8464714,-69.634768,45,-68.7,9834,258319,"No","No","Yes","Yes","No","No","No","No","Bachelor's degree or equivalent",2.0449187653622,44.9625527072353,62.0449187653622,107.007471472597
