RuokintapaikanId;Kausi;Havainnoija;Biotooppi;Food;Amount;Biotooppi2;YearC;Habitat
5081;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5007;2020;7046;Rural;sunflower;8;Rural;12.0421011973735;Rural
5007;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5007;2020;7046;Rural;cereals;3;Rural;12.0421011973735;Rural
5007;2020;7046;Rural;fat;46;Rural;12.0421011973735;Rural
5116;2020;7046;Rural;sunflower;160;Rural;12.0421011973735;Rural
5116;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5116;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5116;2020;7046;Rural;fat;5;Rural;12.0421011973735;Rural
5137;2020;7046;Rural;sunflower;15;Rural;12.0421011973735;Rural
5137;2020;7046;Rural;nuts;40;Rural;12.0421011973735;Rural
5137;2020;7046;Rural;cereals;5;Rural;12.0421011973735;Rural
5137;2020;7046;Rural;fat;1;Rural;12.0421011973735;Rural
5139;2020;7046;Rural;sunflower;92;Rural;12.0421011973735;Rural
5139;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5139;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5139;2020;7046;Rural;fat;5;Rural;12.0421011973735;Rural
5179;2020;7046;Urban;sunflower;15;Rural;12.0421011973735;Urban
5179;2020;7046;Urban;nuts;5;Rural;12.0421011973735;Urban
5179;2020;7046;Urban;cereals;5;Rural;12.0421011973735;Urban
5179;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5184;2020;7046;Rural;sunflower;471;Rural;12.0421011973735;Rural
5184;2020;7046;Rural;nuts;12;Rural;12.0421011973735;Rural
5184;2020;7046;Rural;cereals;18;Rural;12.0421011973735;Rural
5184;2020;7046;Rural;fat;5;Rural;12.0421011973735;Rural
5199;2020;7046;Rural;sunflower;218;Rural;12.0421011973735;Rural
5199;2020;7046;Rural;nuts;3;Rural;12.0421011973735;Rural
5199;2020;7046;Rural;cereals;25;Rural;12.0421011973735;Rural
5199;2020;7046;Rural;fat;3;Rural;12.0421011973735;Rural
5232;2020;7046;Rural;sunflower;123;Rural;12.0421011973735;Rural
5232;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5232;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5232;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5309;2020;7046;Rural;sunflower;90;Rural;12.0421011973735;Rural
5309;2020;7046;Rural;nuts;10;Rural;12.0421011973735;Rural
5309;2020;7046;Rural;cereals;16;Rural;12.0421011973735;Rural
5309;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5320;2020;7046;Rural;sunflower;162;Rural;12.0421011973735;Rural
5320;2020;7046;Rural;nuts;70;Rural;12.0421011973735;Rural
5320;2020;7046;Rural;cereals;12;Rural;12.0421011973735;Rural
5320;2020;7046;Rural;fat;35;Rural;12.0421011973735;Rural
5244;2020;7046;Urban;sunflower;28;Rural;12.0421011973735;Urban
5244;2020;7046;Urban;nuts;8;Rural;12.0421011973735;Urban
5244;2020;7046;Urban;cereals;23;Rural;12.0421011973735;Urban
5244;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5270;2020;7046;Urban;sunflower;7;Rural;12.0421011973735;Urban
5270;2020;7046;Urban;nuts;0;Rural;12.0421011973735;Urban
5270;2020;7046;Urban;cereals;25;Rural;12.0421011973735;Urban
5270;2020;7046;Urban;fat;8;Rural;12.0421011973735;Urban
5273;2020;7046;Urban;sunflower;36;Rural;12.0421011973735;Urban
5273;2020;7046;Urban;nuts;15;Rural;12.0421011973735;Urban
5273;2020;7046;Urban;cereals;0;Rural;12.0421011973735;Urban
5273;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5288;2020;7046;Urban;sunflower;35;Rural;12.0421011973735;Urban
5288;2020;7046;Urban;nuts;0;Rural;12.0421011973735;Urban
5288;2020;7046;Urban;cereals;0;Rural;12.0421011973735;Urban
5288;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5290;2020;7046;Urban;sunflower;16;Rural;12.0421011973735;Urban
5290;2020;7046;Urban;nuts;2;Rural;12.0421011973735;Urban
5290;2020;7046;Urban;cereals;0;Rural;12.0421011973735;Urban
5290;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5325;2020;7046;Rural;sunflower;110;Rural;12.0421011973735;Rural
5325;2020;7046;Rural;nuts;2;Rural;12.0421011973735;Rural
5325;2020;7046;Rural;cereals;8;Rural;12.0421011973735;Rural
5325;2020;7046;Rural;fat;3;Rural;12.0421011973735;Rural
5326;2020;7046;Rural;sunflower;53;Rural;12.0421011973735;Rural
5326;2020;7046;Rural;nuts;1;Rural;12.0421011973735;Rural
5326;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5326;2020;7046;Rural;fat;1;Rural;12.0421011973735;Rural
5332;2020;7046;Rural;sunflower;45;Rural;12.0421011973735;Rural
5332;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5332;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5332;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5347;2020;7046;Urban;sunflower;67;Rural;12.0421011973735;Urban
5347;2020;7046;Urban;nuts;3;Rural;12.0421011973735;Urban
5347;2020;7046;Urban;cereals;5;Rural;12.0421011973735;Urban
5347;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5356;2020;7046;Rural;sunflower;29;Rural;12.0421011973735;Rural
5356;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5356;2020;7046;Rural;cereals;15;Rural;12.0421011973735;Rural
5356;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5361;2020;7046;Rural;sunflower;316;Rural;12.0421011973735;Rural
5361;2020;7046;Rural;nuts;147;Rural;12.0421011973735;Rural
5361;2020;7046;Rural;cereals;230;Rural;12.0421011973735;Rural
5361;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5362;2020;7046;Rural;sunflower;48;Rural;12.0421011973735;Rural
5362;2020;7046;Rural;nuts;5;Rural;12.0421011973735;Rural
5362;2020;7046;Rural;cereals;55;Rural;12.0421011973735;Rural
5362;2020;7046;Rural;fat;15;Rural;12.0421011973735;Rural
5375;2020;7046;Urban;sunflower;15;Rural;12.0421011973735;Urban
5375;2020;7046;Urban;nuts;0;Rural;12.0421011973735;Urban
5375;2020;7046;Urban;cereals;0;Rural;12.0421011973735;Urban
5375;2020;7046;Urban;fat;8;Rural;12.0421011973735;Urban
5390;2020;7046;Rural;sunflower;31;Rural;12.0421011973735;Rural
5390;2020;7046;Rural;nuts;3;Rural;12.0421011973735;Rural
5390;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5390;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5203;2020;7046;Urban;sunflower;100;Rural;12.0421011973735;Urban
5203;2020;7046;Urban;nuts;3;Rural;12.0421011973735;Urban
5203;2020;7046;Urban;cereals;0;Rural;12.0421011973735;Urban
5203;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5226;2020;7046;Rural;sunflower;144;Rural;12.0421011973735;Rural
5226;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5226;2020;7046;Rural;cereals;39;Rural;12.0421011973735;Rural
5226;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5457;2020;7046;Rural;sunflower;117;Rural;12.0421011973735;Rural
5457;2020;7046;Rural;nuts;15;Rural;12.0421011973735;Rural
5457;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5457;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5460;2020;7046;Urban;sunflower;46;Rural;12.0421011973735;Urban
5460;2020;7046;Urban;nuts;5;Rural;12.0421011973735;Urban
5460;2020;7046;Urban;cereals;0;Rural;12.0421011973735;Urban
5460;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5471;2020;7046;Rural;sunflower;140;Rural;12.0421011973735;Rural
5471;2020;7046;Rural;nuts;5;Rural;12.0421011973735;Rural
5471;2020;7046;Rural;cereals;6;Rural;12.0421011973735;Rural
5471;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5507;2020;7046;Rural;sunflower;124;Rural;12.0421011973735;Rural
5507;2020;7046;Rural;nuts;14;Rural;12.0421011973735;Rural
5507;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5507;2020;7046;Rural;fat;1;Rural;12.0421011973735;Rural
5522;2020;7046;Urban;sunflower;71;Rural;12.0421011973735;Urban
5522;2020;7046;Urban;nuts;6;Rural;12.0421011973735;Urban
5522;2020;7046;Urban;cereals;6;Rural;12.0421011973735;Urban
5522;2020;7046;Urban;fat;2;Rural;12.0421011973735;Urban
5534;2020;7046;Rural;sunflower;195;Rural;12.0421011973735;Rural
5534;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5534;2020;7046;Rural;cereals;2;Rural;12.0421011973735;Rural
5534;2020;7046;Rural;fat;21;Rural;12.0421011973735;Rural
5412;2020;7046;Rural;sunflower;301;Rural;12.0421011973735;Rural
5412;2020;7046;Rural;nuts;27;Rural;12.0421011973735;Rural
5412;2020;7046;Rural;cereals;34;Rural;12.0421011973735;Rural
5412;2020;7046;Rural;fat;18;Rural;12.0421011973735;Rural
5415;2020;7046;Rural;sunflower;229;Rural;12.0421011973735;Rural
5415;2020;7046;Rural;nuts;65;Rural;12.0421011973735;Rural
5415;2020;7046;Rural;cereals;45;Rural;12.0421011973735;Rural
5415;2020;7046;Rural;fat;1;Rural;12.0421011973735;Rural
5416;2020;7046;Urban;sunflower;303;Rural;12.0421011973735;Urban
5416;2020;7046;Urban;nuts;34;Rural;12.0421011973735;Urban
5416;2020;7046;Urban;cereals;100;Rural;12.0421011973735;Urban
5416;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5423;2020;7046;Rural;sunflower;158;Rural;12.0421011973735;Rural
5423;2020;7046;Rural;nuts;40;Rural;12.0421011973735;Rural
5423;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5423;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5429;2020;7046;Rural;sunflower;54;Rural;12.0421011973735;Rural
5429;2020;7046;Rural;nuts;2;Rural;12.0421011973735;Rural
5429;2020;7046;Rural;cereals;1;Rural;12.0421011973735;Rural
5429;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5436;2020;7046;Rural;sunflower;134;Rural;12.0421011973735;Rural
5436;2020;7046;Rural;nuts;140;Rural;12.0421011973735;Rural
5436;2020;7046;Rural;cereals;1;Rural;12.0421011973735;Rural
5436;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5438;2020;7046;Rural;sunflower;75;Rural;12.0421011973735;Rural
5438;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5438;2020;7046;Rural;cereals;55;Rural;12.0421011973735;Rural
5438;2020;7046;Rural;fat;15;Rural;12.0421011973735;Rural
5440;2020;7046;Urban;sunflower;18;Rural;12.0421011973735;Urban
5440;2020;7046;Urban;nuts;21;Rural;12.0421011973735;Urban
5440;2020;7046;Urban;cereals;40;Rural;12.0421011973735;Urban
5440;2020;7046;Urban;fat;12;Rural;12.0421011973735;Urban
5444;2020;7046;Rural;sunflower;68;Rural;12.0421011973735;Rural
5444;2020;7046;Rural;nuts;15;Rural;12.0421011973735;Rural
5444;2020;7046;Rural;cereals;65;Rural;12.0421011973735;Rural
5444;2020;7046;Rural;fat;7;Rural;12.0421011973735;Rural
5538;2020;7046;Rural;sunflower;30;Rural;12.0421011973735;Rural
5538;2020;7046;Rural;nuts;37;Rural;12.0421011973735;Rural
5538;2020;7046;Rural;cereals;4;Rural;12.0421011973735;Rural
5538;2020;7046;Rural;fat;15;Rural;12.0421011973735;Rural
5548;2020;7046;Rural;sunflower;259;Rural;12.0421011973735;Rural
5548;2020;7046;Rural;nuts;1;Rural;12.0421011973735;Rural
5548;2020;7046;Rural;cereals;10;Rural;12.0421011973735;Rural
5548;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5556;2020;7046;Rural;sunflower;90;Rural;12.0421011973735;Rural
5556;2020;7046;Rural;nuts;10;Rural;12.0421011973735;Rural
5556;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5556;2020;7046;Rural;fat;5;Rural;12.0421011973735;Rural
5560;2020;7046;Rural;sunflower;71;Rural;12.0421011973735;Rural
5560;2020;7046;Rural;nuts;3;Rural;12.0421011973735;Rural
5560;2020;7046;Rural;cereals;3;Rural;12.0421011973735;Rural
5560;2020;7046;Rural;fat;3;Rural;12.0421011973735;Rural
5567;2020;7046;Rural;sunflower;72;Rural;12.0421011973735;Rural
5567;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5567;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5567;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5585;2020;7046;Urban;sunflower;30;Rural;12.0421011973735;Urban
5585;2020;7046;Urban;nuts;24;Rural;12.0421011973735;Urban
5585;2020;7046;Urban;cereals;0;Rural;12.0421011973735;Urban
5585;2020;7046;Urban;fat;5;Rural;12.0421011973735;Urban
5598;2020;7046;Rural;sunflower;30;Rural;12.0421011973735;Rural
5598;2020;7046;Rural;nuts;10;Rural;12.0421011973735;Rural
5598;2020;7046;Rural;cereals;20;Rural;12.0421011973735;Rural
5598;2020;7046;Rural;fat;5;Rural;12.0421011973735;Rural
5601;2020;7046;Urban;sunflower;28;Rural;12.0421011973735;Urban
5601;2020;7046;Urban;nuts;7;Rural;12.0421011973735;Urban
5601;2020;7046;Urban;cereals;4;Rural;12.0421011973735;Urban
5601;2020;7046;Urban;fat;2;Rural;12.0421011973735;Urban
5602;2020;7046;Rural;sunflower;37;Rural;12.0421011973735;Rural
5602;2020;7046;Rural;nuts;15;Rural;12.0421011973735;Rural
5602;2020;7046;Rural;cereals;5;Rural;12.0421011973735;Rural
5602;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5603;2020;7046;Urban;sunflower;35;Rural;12.0421011973735;Urban
5603;2020;7046;Urban;nuts;2;Rural;12.0421011973735;Urban
5603;2020;7046;Urban;cereals;0;Rural;12.0421011973735;Urban
5603;2020;7046;Urban;fat;5;Rural;12.0421011973735;Urban
5608;2020;7046;Rural;sunflower;1;Rural;12.0421011973735;Rural
5608;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5608;2020;7046;Rural;cereals;1;Rural;12.0421011973735;Rural
5608;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5612;2020;7046;Rural;sunflower;157;Rural;12.0421011973735;Rural
5612;2020;7046;Rural;nuts;9;Rural;12.0421011973735;Rural
5612;2020;7046;Rural;cereals;30;Rural;12.0421011973735;Rural
5612;2020;7046;Rural;fat;4;Rural;12.0421011973735;Rural
5616;2020;7046;Rural;sunflower;120;Rural;12.0421011973735;Rural
5616;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5616;2020;7046;Rural;cereals;120;Rural;12.0421011973735;Rural
5616;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5510;2020;7046;Urban;sunflower;30;Rural;12.0421011973735;Urban
5510;2020;7046;Urban;nuts;0;Rural;12.0421011973735;Urban
5510;2020;7046;Urban;cereals;15;Rural;12.0421011973735;Urban
5510;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5631;2020;7046;Rural;sunflower;100;Rural;12.0421011973735;Rural
5631;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5631;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5631;2020;7046;Rural;fat;5;Rural;12.0421011973735;Rural
5637;2020;7046;Rural;sunflower;14;Rural;12.0421011973735;Rural
5637;2020;7046;Rural;nuts;5;Rural;12.0421011973735;Rural
5637;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5637;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5448;2020;7046;Urban;sunflower;20;Rural;12.0421011973735;Urban
5448;2020;7046;Urban;nuts;5;Rural;12.0421011973735;Urban
5448;2020;7046;Urban;cereals;10;Rural;12.0421011973735;Urban
5448;2020;7046;Urban;fat;3;Rural;12.0421011973735;Urban
5482;2020;7046;Rural;sunflower;120;Rural;12.0421011973735;Rural
5482;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5482;2020;7046;Rural;cereals;100;Rural;12.0421011973735;Rural
5482;2020;7046;Rural;fat;26;Rural;12.0421011973735;Rural
5492;2020;7046;Rural;sunflower;258;Rural;12.0421011973735;Rural
5492;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5492;2020;7046;Rural;cereals;60;Rural;12.0421011973735;Rural
5492;2020;7046;Rural;fat;1;Rural;12.0421011973735;Rural
5497;2020;7046;Urban;sunflower;35;Rural;12.0421011973735;Urban
5497;2020;7046;Urban;nuts;10;Rural;12.0421011973735;Urban
5497;2020;7046;Urban;cereals;15;Rural;12.0421011973735;Urban
5497;2020;7046;Urban;fat;4;Rural;12.0421011973735;Urban
5781;2020;7046;Urban;sunflower;46;Rural;12.0421011973735;Urban
5781;2020;7046;Urban;nuts;10;Rural;12.0421011973735;Urban
5781;2020;7046;Urban;cereals;0;Rural;12.0421011973735;Urban
5781;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5854;2020;7046;Urban;sunflower;36;Rural;12.0421011973735;Urban
5854;2020;7046;Urban;nuts;25;Rural;12.0421011973735;Urban
5854;2020;7046;Urban;cereals;0;Rural;12.0421011973735;Urban
5854;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5845;2020;7046;Rural;sunflower;45;Rural;12.0421011973735;Rural
5845;2020;7046;Rural;nuts;5;Rural;12.0421011973735;Rural
5845;2020;7046;Rural;cereals;10;Rural;12.0421011973735;Rural
5845;2020;7046;Rural;fat;9;Rural;12.0421011973735;Rural
5737;2020;7046;Rural;sunflower;119;Rural;12.0421011973735;Rural
5737;2020;7046;Rural;nuts;6;Rural;12.0421011973735;Rural
5737;2020;7046;Rural;cereals;5;Rural;12.0421011973735;Rural
5737;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5740;2020;7046;Rural;sunflower;45;Rural;12.0421011973735;Rural
5740;2020;7046;Rural;nuts;3;Rural;12.0421011973735;Rural
5740;2020;7046;Rural;cereals;2;Rural;12.0421011973735;Rural
5740;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5741;2020;7046;Rural;sunflower;52;Rural;12.0421011973735;Rural
5741;2020;7046;Rural;nuts;2;Rural;12.0421011973735;Rural
5741;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5741;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5742;2020;7046;Rural;sunflower;54;Rural;12.0421011973735;Rural
5742;2020;7046;Rural;nuts;10;Rural;12.0421011973735;Rural
5742;2020;7046;Rural;cereals;10;Rural;12.0421011973735;Rural
5742;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5744;2020;7046;Rural;sunflower;115;Rural;12.0421011973735;Rural
5744;2020;7046;Rural;nuts;46;Rural;12.0421011973735;Rural
5744;2020;7046;Rural;cereals;105;Rural;12.0421011973735;Rural
5744;2020;7046;Rural;fat;3;Rural;12.0421011973735;Rural
5746;2020;7046;Rural;sunflower;85;Rural;12.0421011973735;Rural
5746;2020;7046;Rural;nuts;5;Rural;12.0421011973735;Rural
5746;2020;7046;Rural;cereals;150;Rural;12.0421011973735;Rural
5746;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5747;2020;7046;Rural;sunflower;174;Rural;12.0421011973735;Rural
5747;2020;7046;Rural;nuts;30;Rural;12.0421011973735;Rural
5747;2020;7046;Rural;cereals;35;Rural;12.0421011973735;Rural
5747;2020;7046;Rural;fat;5;Rural;12.0421011973735;Rural
5748;2020;7046;Urban;sunflower;30;Rural;12.0421011973735;Urban
5748;2020;7046;Urban;nuts;10;Rural;12.0421011973735;Urban
5748;2020;7046;Urban;cereals;15;Rural;12.0421011973735;Urban
5748;2020;7046;Urban;fat;15;Rural;12.0421011973735;Urban
5749;2020;7046;Urban;sunflower;195;Rural;12.0421011973735;Urban
5749;2020;7046;Urban;nuts;39;Rural;12.0421011973735;Urban
5749;2020;7046;Urban;cereals;23;Rural;12.0421011973735;Urban
5749;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
5750;2020;7046;Rural;sunflower;71;Rural;12.0421011973735;Rural
5750;2020;7046;Rural;nuts;52;Rural;12.0421011973735;Rural
5750;2020;7046;Rural;cereals;4;Rural;12.0421011973735;Rural
5750;2020;7046;Rural;fat;21;Rural;12.0421011973735;Rural
5760;2020;7046;Rural;sunflower;259;Rural;12.0421011973735;Rural
5760;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5760;2020;7046;Rural;cereals;8;Rural;12.0421011973735;Rural
5760;2020;7046;Rural;fat;1;Rural;12.0421011973735;Rural
5763;2020;7046;Urban;sunflower;13;Rural;12.0421011973735;Urban
5763;2020;7046;Urban;nuts;3;Rural;12.0421011973735;Urban
5763;2020;7046;Urban;cereals;10;Rural;12.0421011973735;Urban
5763;2020;7046;Urban;fat;1;Rural;12.0421011973735;Urban
5766;2020;7046;Rural;sunflower;50;Rural;12.0421011973735;Rural
5766;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5766;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5766;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5769;2020;7046;Rural;sunflower;152;Rural;12.0421011973735;Rural
5769;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5769;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5769;2020;7046;Rural;fat;5;Rural;12.0421011973735;Rural
5776;2020;7046;Rural;sunflower;26;Rural;12.0421011973735;Rural
5776;2020;7046;Rural;nuts;5;Rural;12.0421011973735;Rural
5776;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5776;2020;7046;Rural;fat;5;Rural;12.0421011973735;Rural
5784;2020;7046;Rural;sunflower;120;Rural;12.0421011973735;Rural
5784;2020;7046;Rural;nuts;20;Rural;12.0421011973735;Rural
5784;2020;7046;Rural;cereals;10;Rural;12.0421011973735;Rural
5784;2020;7046;Rural;fat;5;Rural;12.0421011973735;Rural
5787;2020;7046;Rural;sunflower;36;Rural;12.0421011973735;Rural
5787;2020;7046;Rural;nuts;10;Rural;12.0421011973735;Rural
5787;2020;7046;Rural;cereals;0;Rural;12.0421011973735;Rural
5787;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5790;2020;7046;Rural;sunflower;208;Rural;12.0421011973735;Rural
5790;2020;7046;Rural;nuts;81;Rural;12.0421011973735;Rural
5790;2020;7046;Rural;cereals;145;Rural;12.0421011973735;Rural
5790;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5794;2020;7046;Rural;sunflower;116;Rural;12.0421011973735;Rural
5794;2020;7046;Rural;nuts;20;Rural;12.0421011973735;Rural
5794;2020;7046;Rural;cereals;30;Rural;12.0421011973735;Rural
5794;2020;7046;Rural;fat;2;Rural;12.0421011973735;Rural
5795;2020;7046;Rural;sunflower;335;Rural;12.0421011973735;Rural
5795;2020;7046;Rural;nuts;42;Rural;12.0421011973735;Rural
5795;2020;7046;Rural;cereals;40;Rural;12.0421011973735;Rural
5795;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5798;2020;7046;Rural;sunflower;29;Rural;12.0421011973735;Rural
5798;2020;7046;Rural;nuts;0;Rural;12.0421011973735;Rural
5798;2020;7046;Rural;cereals;3;Rural;12.0421011973735;Rural
5798;2020;7046;Rural;fat;0;Rural;12.0421011973735;Rural
5800;2020;7046;Urban;sunflower;36;Rural;12.0421011973735;Urban
5800;2020;7046;Urban;nuts;0;Rural;12.0421011973735;Urban
5800;2020;7046;Urban;cereals;6;Rural;12.0421011973735;Urban
5800;2020;7046;Urban;fat;0;Rural;12.0421011973735;Urban
